,code,nameTh,nameEn,cc,aa,tt
5754,49020100,นิคมคำสร้อย,Nikhom Kham Soi,49,02,01
5755,49020200,นากอก,Na Kok,49,02,02
5756,49020300,หนองแวง,Nong Waeng,49,02,03
5757,49020400,กกแดง,Kok Daeng,49,02,04
5758,49020500,นาอุดม,Na Udom,49,02,05
5759,49020600,โชคชัย,Chok Chai,49,02,06
5760,49020700,ร่มเกล้า,Rom Klao,49,02,07
5761,49030000,ดอนตาล,Don Tan,49,03,00
5762,49030100,ดอนตาล,Don Tan,49,03,01
5763,49030200,โพธิ์ไทร,Pho Sai,49,03,02
5764,49030300,ป่าไร่,Pa Rai,49,03,03
5765,49030400,เหล่าหมี,Lao Mi,49,03,04
5766,49030500,บ้านบาก,Ban Bak,49,03,05
5767,49030600,นาสะเม็ง,Na Sameng,49,03,06
5768,49030700,บ้านแก้ง,Ban Kaeng,49,03,07
5769,49040000,ดงหลวง,Dong Luang,49,04,00
5770,49040100,ดงหลวง,Dong Luang,49,04,01
5771,49040200,หนองบัว,Nong Bua,49,04,02
5772,49040300,กกตูม,Kok Tum,49,04,03
5773,49040400,หนองแคน,Nong Khaen,49,04,04
5774,49040500,ชะโนดน้อย,Chanot Noi,49,04,05
5775,49040600,พังแดง,Phang Daeng,49,04,06
5776,49050000,คำชะอี,Khamcha-I,49,05,00
5779,49050300,บ้านซ่ง,Ban Song,49,05,03
5780,49050400,คำชะอี,Kham Cha-i,49,05,04
5781,49050500,หนองเอี่ยน,Nong Ian,49,05,05
5782,49050600,บ้านค้อ,Ban Kho,49,05,06
5783,49050700,บ้านเหล่า,Ban Lao,49,05,07
5784,49050800,โพนงาม,Phon Ngam,49,05,08
5787,49051100,เหล่าสร้างถ่อ,Lao Sang Tho,49,05,11
5788,49051200,คำบก,Kham Bok,49,05,12
5790,49051400,น้ำเที่ยง,Nam Thiang,49,05,14
5794,49060000,หว้านใหญ่,Wan Yai,49,06,00
5795,49060100,หว้านใหญ่,Wan Yai,49,06,01
5796,49060200,ป่งขาม,Pong Kham,49,06,02
5797,49060300,บางทรายน้อย,Bang Sai Noi,49,06,03
5798,49060400,ชะโนด,Chanot,49,06,04
5799,49060500,ดงหมู,Dong Mu,49,06,05
5800,49070000,หนองสูง,Nong Sung,49,07,00
5801,49070100,หนองสูง,Nong Sung,49,07,01
5802,49070200,โนนยาง,Non Yang,49,07,02
5803,49070300,ภูวง,Phu Wong,49,07,03
5804,49070400,บ้านเป้า,Ban Pao,49,07,04
5805,49070500,หนองสูงใต้,Nong Sung Tai,49,07,05
5806,49070600,หนองสูงเหนือ,Nong Sung Nuea,49,07,06
5807,50000000,เชียงใหม่,Chiang Mai,50,00,00
5808,50010000,เมืองเชียงใหม่,Mueang Chiang Mai,50,01,00
5809,50010100,ศรีภูมิ,Si Phum,50,01,01
5810,50010200,พระสิงห์,Phra Sing,50,01,02
5811,50010300,หายยา,Hai Ya,50,01,03
5812,50010400,ช้างม่อย,Chang Moi,50,01,04
5813,50010500,ช้างคลาน,Chang Khlan,50,01,05
5814,50010600,วัดเกต,Wat Ket,50,01,06
5815,50010700,ช้างเผือก,Chang Phueak,50,01,07
5816,50010800,สุเทพ,Suthep,50,01,08
5817,50010900,แม่เหียะ,Mae Hia,50,01,09
5818,50011000,ป่าแดด,Pa Daet,50,01,10
5819,50011100,หนองหอย,Nong Hoi,50,01,11
5820,50011200,ท่าศาลา,Tha Sala,50,01,12
5821,50011300,หนองป่าครั่ง,Nong Pa Khrang,50,01,13
5822,50011400,ฟ้าฮ่าม,Fa Ham,50,01,14
5823,50011500,ป่าตัน,Pa Tan,50,01,15
5824,50011600,สันผีเสื้อ,San Phisuea,50,01,16
5825,50020000,จอมทอง,Chom Thong,50,02,00
5828,50020300,บ้านหลวง,Ban Luang,50,02,03
5829,50020400,ข่วงเปา,Khuang Pao,50,02,04
5830,50020500,สบเตี๊ยะ,Sop Tia,50,02,05
5831,50020600,บ้านแปะ,Ban Pae,50,02,06
5832,50020700,ดอยแก้ว,Doi Kaeo,50,02,07
5834,50020900,แม่สอย,Mae Soi,50,02,09
5836,50030000,แม่แจ่ม,Mae Chaem,50,03,00
5837,50030100,ช่างเคิ่ง,Chang Khoeng,50,03,01
5838,50030200,ท่าผา,Tha Pha,50,03,02
5839,50030300,บ้านทับ,Ban Thap,50,03,03
5840,50030400,แม่ศึก,Mae Suek,50,03,04
5841,50030500,แม่นาจร,Mae Na Chon,50,03,05
5843,50030700,ปางหินฝน,Pang Hin Fon,50,03,07
5844,50030800,กองแขก,Kong Khaek,50,03,08
5847,50040000,เชียงดาว,Chiang Dao,50,04,00
5848,50040100,เชียงดาว,Chiang Dao,50,04,01
5849,50040200,เมืองนะ,Mueang Na,50,04,02
5850,50040300,เมืองงาย,Mueang Ngai,50,04,03
5851,50040400,แม่นะ,Mae Na,50,04,04
5852,50040500,เมืองคอง,Mueang Khong,50,04,05
5853,50040600,ปิงโค้ง,Ping Khong,50,04,06
5854,50040700,ทุ่งข้าวพวง,Thung Khao Phuang,50,04,07
5855,50050000,ดอยสะเก็ด,Doi SaKet,50,05,00
5856,50050100,เชิงดอย,Choeng Doi,50,05,01
5857,50050200,สันปูเลย,San Pu Loei,50,05,02
5858,50050300,ลวงเหนือ,Luang Nuea,50,05,03
5859,50050400,ป่าป้อง,Pa Pong,50,05,04
5860,50050500,สง่าบ้าน,Sa-nga Ban,50,05,05
5861,50050600,ป่าลาน,Pa Lan,50,05,06
5862,50050700,ตลาดขวัญ,Talat Khwan,50,05,07
5863,50050800,สำราญราษฎร์,Samran Rat,50,05,08
5864,50050900,แม่คือ,Mae Khue,50,05,09
5865,50051000,ตลาดใหญ่,Talat Yai,50,05,10
5866,50051100,แม่ฮ้อยเงิน,Mae Hoi Ngoen,50,05,11
5867,50051200,แม่โป่ง,Mae Pong,50,05,12
5868,50051300,ป่าเมี่ยง,Pa Miang,50,05,13
5869,50051400,เทพเสด็จ,Thep Sadet,50,05,14
5870,50060000,แม่แตง,Mae Taeng,50,06,00
5871,50060100,สันมหาพน,San Maha Phon,50,06,01
5872,50060200,แม่แตง,Mae Taeng,50,06,02
5873,50060300,ขี้เหล็ก,Khilek,50,06,03
5874,50060400,ช่อแล,Cho Lae,50,06,04
5875,50060500,แม่หอพระ,Mae Ho Phra,50,06,05
5876,50060600,สบเปิง,Sop Poeng,50,06,06
5877,50060700,บ้านเป้า,Ban Pao,50,06,07
5878,50060800,สันป่ายาง,San Pa Yang,50,06,08
5879,50060900,ป่าแป๋,Pa Pae,50,06,09
5880,50061000,เมืองก๋าย,Mueang Kai,50,06,10
5881,50061100,บ้านช้าง,Ban Chang,50,06,11
5882,50061200,กื้ดช้าง,Kuet Chang,50,06,12
5883,50061300,อินทขิล,Inthakhin,50,06,13
5885,50070000,แม่ริม,Mae Rim,50,07,00
5886,50070100,ริมใต้,Rim Tai,50,07,01
5887,50070200,ริมเหนือ,Rim Nuea,50,07,02
5888,50070300,สันโป่ง,San Pong,50,07,03
5889,50070400,ขี้เหล็ก,Khilek,50,07,04
5890,50070500,สะลวง,Saluang,50,07,05
5891,50070600,ห้วยทราย,Huai Sai,50,07,06
5892,50070700,แม่แรม,Mae Raem,50,07,07
5893,50070800,โป่งแยง,Pong Yaeng,50,07,08
5894,50070900,แม่สา,Mae Sa,50,07,09
5895,50071000,ดอนแก้ว,Don Kaeo,50,07,10
5896,50071100,เหมืองแก้ว,Mueang Kaeo,50,07,11
5897,50080000,สะเมิง,Samoeng,50,08,00
5898,50080100,สะเมิงใต้,Samoeng Tai,50,08,01
5899,50080200,สะเมิงเหนือ,Samoeng Nuea,50,08,02
5900,50080300,แม่สาบ,Mae Sap,50,08,03
5901,50080400,บ่อแก้ว,Bo Kaeo,50,08,04
5902,50080500,ยั้งเมิน,Yang Moen,50,08,05
5903,50090000,ฝาง,Fang,50,09,00
5904,50090100,เวียง,Wiang,50,09,01
5906,50090300,ม่อนปิ่น,Mon Pin,50,09,03
5907,50090400,แม่งอน,Mae Ngon,50,09,04
5908,50090500,แม่สูน,Mae Sun,50,09,05
5909,50090600,สันทราย,San Sai,50,09,06
5913,50091000,แม่คะ,Mae Kha,50,09,10
5914,50091100,แม่ข่า,Mae Khaa,50,09,11
5915,50091200,โป่งน้ำร้อน,Pong Nam Ron,50,09,12
5921,50100000,แม่อาย,Mae Ai,50,10,00
5922,50100100,แม่อาย,Mae Ai,50,10,01
5923,50100200,แม่สาว,Mae Sao,50,10,02
5924,50100300,สันต้นหมื้อ,San Ton Mue,50,10,03
5925,50100400,แม่นาวาง,Mae Na Wang,50,10,04
5926,50100500,ท่าตอน,Tha ton,50,10,05
5927,50100600,บ้านหลวง,Ban Luang,50,10,06
5928,50100700,มะลิกา,Malika,50,10,07
5929,50110000,พร้าว,Phrao,50,11,00
5930,50110100,เวียง,Wiang,50,11,01
5931,50110200,ทุ่งหลวง,Thung Luang,50,11,02
5932,50110300,ป่าตุ้ม,Pa Tum,50,11,03
5933,50110400,ป่าไหน่,Pa Nai,50,11,04
5934,50110500,สันทราย,San Sai,50,11,05
5935,50110600,บ้านโป่ง,Ban Pong,50,11,06
5936,50110700,น้ำแพร่,Nam Phrae,50,11,07
5937,50110800,เขื่อนผาก,Khuean Phak,50,11,08
5938,50110900,แม่แวน,Mae Waen,50,11,09
5939,50111000,แม่ปั๋ง,Mae Pang,50,11,10
5940,50111100,โหล่งขอด,Long Khot,50,11,11
5941,50120000,สันป่าตอง,San Pa Tong,50,12,00
5942,50120100,ยุหว่า,Yu Wa,50,12,01
5943,50120200,สันกลาง,San Klang,50,12,02
5944,50120300,ท่าวังพร้าว,Tha Wang Phrao,50,12,03
5945,50120400,มะขามหลวง,Makham Luang,50,12,04
5946,50120500,แม่ก๊า,Mae Ka,50,12,05
5947,50120600,บ้านแม,Ban Mae,50,12,06
5948,50120700,บ้านกลาง,Ban Klang,50,12,07
5949,50120800,ทุ่งสะโตก,Thung Satok,50,12,08
5951,50121000,ทุ่งต้อม,Thung Tom,50,12,10
5955,50121400,น้ำบ่อหลวง,Nam Bo Luang,50,12,14
5956,50121500,มะขุนหวาน,Makhun Wan,50,12,15
5957,50130000,สันกำแพง,San Kamphaeng,50,13,00
5958,50130100,สันกำแพง,San Kamphaeng,50,13,01
5959,50130200,ทรายมูล,Sai Mun,50,13,02
5960,50130300,ร้องวัวแดง,Rong Wua Daeng,50,13,03
5961,50130400,บวกค้าง,Buak Khang,50,13,04
5962,50130500,แช่ช้าง,Chae Chang,50,13,05
5963,50130600,ออนใต้,On Tai,50,13,06
5967,50131000,แม่ปูคา,Mae Pu Kha,50,13,10
5968,50131100,ห้วยทราย,Huai Sai,50,13,11
5969,50131200,ต้นเปา,Ton  Pao,50,13,12
5970,50131300,สันกลาง,San Klang,50,13,13
5977,50140000,สันทราย,San Sai,50,14,00
5978,50140100,สันทรายหลวง,San Sai Luang,50,14,01
5979,50140200,สันทรายน้อย,San Sai Noi,50,14,02
5980,50140300,สันพระเนตร,San Phra Net,50,14,03
5981,50140400,สันนาเม็ง,San Na Meng,50,14,04
5982,50140500,สันป่าเปา,San Pa Pao,50,14,05
5983,50140600,หนองแหย่ง,Nong Yaeng,50,14,06
5984,50140700,หนองจ๊อม,Nong Chom,50,14,07
5985,50140800,หนองหาร,Nong Han,50,14,08
5986,50140900,แม่แฝก,Mae Faek,50,14,09
5987,50141000,แม่แฝกใหม่,Mae Faek Mai,50,14,10
5988,50141100,เมืองเล็น,Mueang Len,50,14,11
5989,50141200,ป่าไผ่,Pa Phai,50,14,12
5990,50150000,หางดง,Hang Dong,50,15,00
5991,50150100,หางดง,Hang Dong,50,15,01
5992,50150200,หนองแก๋ว,Nong Kaeo,50,15,02
5993,50150300,หารแก้ว,Han Kaeo,50,15,03
5994,50150400,หนองตอง,Nong Tong,50,15,04
5995,50150500,ขุนคง,Khun Khong,50,15,05
5996,50150600,สบแม่ข่า,Sop Mae Kha,50,15,06
5997,50150700,บ้านแหวน,Ban Waen,50,15,07
5998,50150800,สันผักหวาน,San Phak Wan,50,15,08
5999,50150900,หนองควาย,Nong Khwai,50,15,09
6000,50151000,บ้านปง,Ban Pong,50,15,10
6001,50151100,น้ำแพร่,Nam Phrae,50,15,11
6002,50160000,ฮอด,Hot,50,16,00
6003,50160100,หางดง,Hang Dong,50,16,01
6004,50160200,ฮอด,Hot,50,16,02
6005,50160300,บ้านตาล,Ban tan,50,16,03
6006,50160400,บ่อหลวง,Bo Luang,50,16,04
6007,50160500,บ่อสลี,Bo Sali,50,16,05
6008,50160600,นาคอเรือ,Na Kho Ruea,50,16,06
6009,50170000,ดอยเต่า,Doi Tao,50,17,00
6010,50170100,ดอยเต่า,Doi Tao,50,17,01
6011,50170200,ท่าเดื่อ,Tha Duea,50,17,02
6012,50170300,มืดกา,Muet Ka,50,17,03
6013,50170400,บ้านแอ่น,Ban Aen,50,17,04
6014,50170500,บงตัน,Bong Tan,50,17,05
6015,50170600,โปงทุ่ง,Pong Thung,50,17,06
6016,50180000,อมก๋อย,Omkoi,50,18,00
6017,50180100,อมก๋อย,Omkoi,50,18,01
6018,50180200,ยางเปียง,Yang Piang,50,18,02
6019,50180300,แม่ตื่น,Mae Tuen,50,18,03
6020,50180400,ม่อนจอง,Mon Chong,50,18,04
6021,50180500,แม่หลอง,Mae Long,50,18,05
6022,50180600,นาเกียน,Na Kian,50,18,06
6023,50190000,สารภี,Saraphi,50,19,00
6024,50190100,ยางเนิ้ง,Yang Noeng,50,19,01
6025,50190200,สารภี,Saraphi,50,19,02
6026,50190300,ชมภู,Chomphu,50,19,03
6027,50190400,ไชยสถาน,Chai Sathan,50,19,04
6028,50190500,ขัวมุง,Khua Mung,50,19,05
6029,50190600,หนองแฝก,Nong Faek,50,19,06
6030,50190700,หนองผึ้ง,Nong Phueng,50,19,07
6031,50190800,ท่ากว้าง,Tha Kwang,50,19,08
6032,50190900,ดอนแก้ว,Don Kaeo,50,19,09
6033,50191000,ท่าวังตาล,Tha Wang Tan,50,19,10
6034,50191100,สันทราย,San Sai,50,19,11
6035,50191200,ป่าบง,Pa Bong,50,19,12
6036,50200000,เวียงแหง,Wiang Haeng,50,20,00
6037,50200100,เมืองแหง,Mueang Haeng,50,20,01
6038,50200200,เปียงหลวง,Piang Luang,50,20,02
6039,50200300,แสนไห,Saen Hai,50,20,03
6040,50210000,ไชยปราการ,Chai Prakan,50,21,00
6041,50210100,ปงตำ,Pong Tam,50,21,01
6042,50210200,ศรีดงเย็น,Si Dong Yen,50,21,02
6043,50210300,แม่ทะลบ,Mae Thalop,50,21,03
6044,50210400,หนองบัว,Nong Bua,50,21,04
6045,50220000,แม่วาง,Mae Wang,50,22,00
6046,50220100,บ้านกาด,Ban Kat,50,22,01
6047,50220200,ทุ่งปี๊,Thung Pi,50,22,02
6048,50220300,ทุ่งรวงทอง,Thung Ruang Thong,50,22,03
6049,50220400,แม่วิน,Mae Win,50,22,04
6050,50220500,ดอนเปา,Don Pao,50,22,05
6051,50230000,แม่ออน,Mae On,50,23,00
6052,50230100,ออนเหนือ,On Nuea,50,23,01
6053,50230200,ออนกลาง,On Klang,50,23,02
6054,50230300,บ้านสหกรณ์,Ban Sahakon,50,23,03
6055,50230400,ห้วยแก้ว,Huai Kaeo,50,23,04
6056,50230500,แม่ทา,Mae Tha,50,23,05
6057,50230600,ทาเหนือ,Tha Nuea,50,23,06
6058,50240000,ดอยหล่อ,Doi Lo,50,24,00
6059,50240100,ดอยหล่อ,Doi Lo,50,24,01
6060,50240200,สองแคว,Song Khwae,50,24,02
6061,50240300,ยางคราม,Yong Khram,50,24,03
6062,50240400,สันติสุข,Santi Suk,50,24,04
6063,50250000,กัลยาณิวัฒนา,Galyani Vadhana,50,25,00
6064,50250100,บ้านจันทร์,Ban Chan,50,25,01
6065,50250200,แม่แดด,Mae Daet,50,25,02
6066,50250300,แจ่มหลวง,Chaem Luang,50,25,03
6070,51000000,ลำพูน,Lamphun,51,00,00
6071,51010000,เมืองลำพูน,Mueang Lamphun,51,01,00
6072,51010100,ในเมือง,Nai Mueang,51,01,01
6073,51010200,เหมืองง่า,Mueang Nga,51,01,02
6074,51010300,อุโมงค์,Umong,51,01,03
6075,51010400,หนองช้างคืน,Nong Chang Khuen,51,01,04
6076,51010500,ประตูป่า,Pratu Pa,51,01,05
6077,51010600,ริมปิง,Rim Ping,51,01,06
6078,51010700,ต้นธง,Ton Thong,51,01,07
6079,51010800,บ้านแป้น,Ban Paen,51,01,08
6080,51010900,เหมืองจี้,Mueang Chi,51,01,09
6081,51011000,ป่าสัก,Pa Sak,51,01,10
6082,51011100,เวียงยอง,Wiang Yong,51,01,11
6083,51011200,บ้านกลาง,Ban Klang,51,01,12
6084,51011300,มะเขือแจ้,Makhuea Chae,51,01,13
6087,51011600,ศรีบัวบาน,Si Bua Ban,51,01,16
6088,51011700,หนองหนาม,Nong Nam,51,01,17
6091,51020000,แม่ทา,Mae Tha,51,02,00
6092,51020100,ทาปลาดุก,Tha Pla Duk,51,02,01
6093,51020200,ทาสบเส้า,Tha Sop Sao,51,02,02
6094,51020300,ทากาศ,Tha Kat,51,02,03
6095,51020400,ทาขุมเงิน,Tha Khum Ngoen,51,02,04
6096,51020500,ทาทุ่งหลวง,Tha Thung Luang,51,02,05
6097,51020600,ทาแม่ลอบ,Tha Mae Lop,51,02,06
6098,51030000,บ้านโฮ่ง,Ban Hong,51,03,00
6099,51030100,บ้านโฮ่ง,Ban Hong,51,03,01
6100,51030200,ป่าพลู,Pa Phlu,51,03,02
6101,51030300,เหล่ายาว,Lao Yao,51,03,03
6102,51030400,ศรีเตี้ย,Si Tia,51,03,04
6103,51030500,หนองปลาสะวาย,Nong Pla Sawai,51,03,05
6104,51040000,ลี้,Li,51,04,00
6105,51040100,ลี้,Li,51,04,01
6106,51040200,แม่ตืน,Mae Tuen,51,04,02
6107,51040300,นาทราย,Na Sai,51,04,03
6108,51040400,ดงดำ,Dong Dam,51,04,04
6109,51040500,ก้อ,Ko,51,04,05
6110,51040600,แม่ลาน,Mae Lan,51,04,06
6112,51040800,ป่าไผ่,Pa Phai,51,04,08
6113,51040900,ศรีวิชัย,Si Wichai,51,04,09
6116,51050000,ทุ่งหัวช้าง,Thung Hua Chang,51,05,00
6117,51050100,ทุ่งหัวช้าง,Thung Hua Chang,51,05,01
6118,51050200,บ้านปวง,Ban Puang,51,05,02
6119,51050300,ตะเคียนปม,Takhian Pom,51,05,03
6120,51060000,ป่าซาง,Pa Sang,51,06,00
6121,51060100,ปากบ่อง,Pak Bong,51,06,01
6122,51060200,ป่าซาง,Pa Sang,51,06,02
6123,51060300,แม่แรง,Mae Raeng,51,06,03
6124,51060400,ม่วงน้อย,Muang Noi,51,06,04
