,code,nameTh,nameEn,cc,aa,tt
5201,45130000,โพนทราย,Phon Sai,45,13,00
5202,45130100,โพนทราย,Phon Sai,45,13,01
5203,45130200,สามขา,Sam Kha,45,13,02
5204,45130300,ศรีสว่าง,Si Sawang,45,13,03
5205,45130400,ยางคำ,Yang Kham,45,13,04
5206,45130500,ท่าหาดยาว,Tha Hat Yao,45,13,05
5207,45140000,อาจสามารถ,At Samat,45,14,00
5208,45140100,อาจสามารถ,At Samat,45,14,01
5209,45140200,โพนเมือง,Phon Mueang,45,14,02
5210,45140300,บ้านแจ้ง,Ban Chaeng,45,14,03
5211,45140400,หน่อม,Nom,45,14,04
5212,45140500,หนองหมื่นถ่าน,Nong Muen Than,45,14,05
5213,45140600,หนองขาม,Nong Kham,45,14,06
5214,45140700,โหรา,Hora,45,14,07
5215,45140800,หนองบัว,Nong Bua,45,14,08
5216,45140900,ขี้เหล็ก,Khilek,45,14,09
5217,45141000,บ้านดู่,Ban Du,45,14,10
5218,45150000,เมยวดี,Moei Wadi,45,15,00
5219,45150100,เมยวดี,Moei Wadi,45,15,01
5220,45150200,ชุมพร,Chumphon,45,15,02
5221,45150300,บุ่งเลิศ,Bung Loet,45,15,03
5222,45150400,ชมสะอาด,Chom Sa-at,45,15,04
5223,45160000,ศรีสมเด็จ,Si Somdet,45,16,00
5224,45160100,โพธิ์ทอง,Pho Thong,45,16,01
5225,45160200,ศรีสมเด็จ,Si Somdet,45,16,02
5226,45160300,เมืองเปลือย,Mueang Plueai,45,16,03
5227,45160400,หนองใหญ่,Nong Yai,45,16,04
5228,45160500,สวนจิก,Suan Chik,45,16,05
5229,45160600,โพธิ์สัย,Pho Sai,45,16,06
5230,45160700,หนองแวงควง,Nong Waeng Khuang,45,16,07
5231,45160800,บ้านบาก,Ban Bak,45,16,08
5232,45170000,จังหาร,Changhan,45,17,00
5233,45170100,ดินดำ,Din Dam,45,17,01
5234,45170200,ปาฝา,Pa Fa,45,17,02
5235,45170300,ม่วงลาด,Muang Lat,45,17,03
5236,45170400,จังหาร,Changhan,45,17,04
5237,45170500,ดงสิงห์,Dong Sing,45,17,05
5238,45170600,ยางใหญ่,Yang Yai,45,17,06
5239,45170700,ผักแว่น,Phak Waen,45,17,07
5240,45170800,แสนชาติ,Saen Chat,45,17,08
5241,45180000,เชียงขวัญ,Chiang Khwan,45,18,00
5242,45180100,เชียงขวัญ,Chiang Khwan,45,18,01
5243,45180200,พลับพลา,Phlapphla,45,18,02
5244,45180300,พระธาตุ,Phra That,45,18,03
5245,45180400,พระเจ้า,Phra Chao,45,18,04
5246,45180500,หมูม้น,Mu Mon,45,18,05
5247,45180600,บ้านเขือง,Ban Khueang,45,18,06
5248,45190000,หนองฮี,Nong Hi,45,19,00
5249,45190100,หนองฮี,Nong Hi,45,19,01
5250,45190200,สาวแห,Sao Hae,45,19,02
5251,45190300,ดูกอึ่ง,Duk-ueng,45,19,03
5252,45190400,เด่นราษฎร์,Den Rat,45,19,04
5253,45200000,ทุ่งเขาหลวง,Thung Khao Luang,45,20,00
5254,45200100,ทุ่งเขาหลวง,Thung Khao Luang,45,20,01
5255,45200200,เทอดไทย,Thoet Thai,45,20,02
5256,45200300,บึงงาม,Bueng Ngam,45,20,03
5257,45200400,มะบ้า,Maba,45,20,04
5258,45200500,เหล่า,Lao,45,20,05
5259,46000000,กาฬสินธุ์,Kalasin,46,00,00
5260,46010000,เมืองกาฬสินธุ์,Mueang Kalasin,46,01,00
5261,46010100,กาฬสินธุ์,Kalasin,46,01,01
5262,46010200,เหนือ,Nuea,46,01,02
5263,46010300,หลุบ,Lup,46,01,03
5264,46010400,ไผ่,Phai,46,01,04
5265,46010500,ลำปาว,Lam Pao,46,01,05
5266,46010600,ลำพาน,Lam Phan,46,01,06
5267,46010700,เชียงเครือ,Chiang Khruea,46,01,07
5268,46010800,บึงวิชัย,Bueng Wichai,46,01,08
5269,46010900,ห้วยโพธิ์,Huai Pho,46,01,09
5271,46011100,ภูปอ,Phu Po,46,01,11
5273,46011300,ภูดิน,Phu Din,46,01,13
5275,46011500,หนองกุง,Nong Kung,46,01,15
5276,46011600,กลางหมื่น,Klang Muen,46,01,16
5277,46011700,ขมิ้น,Khamin,46,01,17
5279,46011900,โพนทอง,Phon Thong,46,01,19
5280,46012000,นาจารย์,Na Chan,46,01,20
5281,46012100,ลำคลอง,Lam Khlong,46,01,21
5285,46020000,นามน,Na Mon,46,02,00
5286,46020100,นามน,Na Mon,46,02,01
5287,46020200,ยอดแกง,Yot Kaeng,46,02,02
5288,46020300,สงเปลือย,Song Plueai,46,02,03
5289,46020400,หลักเหลี่ยม,Lak Liam,46,02,04
5290,46020500,หนองบัว,Nong Bua,46,02,05
5291,46030000,กมลาไสย,Kamalasai,46,03,00
5292,46030100,กมลาไสย,Kamalasai,46,03,01
5293,46030200,หลักเมือง,Lak Mueang,46,03,02
5294,46030300,โพนงาม,Phon Ngam,46,03,03
5295,46030400,ดงลิง,Dong Ling,46,03,04
5296,46030500,ธัญญา,Thanya,46,03,05
5299,46030800,หนองแปน,Nong Paen,46,03,08
5301,46031000,เจ้าท่า,Chao Tha,46,03,10
5302,46031100,โคกสมบูรณ์,Khok Sombun,46,03,11
5305,46040000,ร่องคำ,Rong Kham,46,04,00
5306,46040100,ร่องคำ,Rong Kham,46,04,01
5307,46040200,สามัคคี,Samakkhi,46,04,02
5308,46040300,เหล่าอ้อย,Lao Oi,46,04,03
5309,46050000,กุฉินารายณ์,Kuchinarai,46,05,00
5310,46050100,บัวขาว,Bua Khao,46,05,01
5311,46050200,แจนแลน,Chaen Laen,46,05,02
5312,46050300,เหล่าใหญ่,Lao Yai,46,05,03
5313,46050400,จุมจัง,Chum Chang,46,05,04
5314,46050500,เหล่าไฮงาม,Lao Hai Ngam,46,05,05
5315,46050600,กุดหว้า,Kut Wa,46,05,06
5316,46050700,สามขา,Sam Kha,46,05,07
5317,46050800,นาขาม,Na Kham,46,05,08
5318,46050900,หนองห้าง,Nong Hang,46,05,09
5319,46051000,นาโก,Na Ko,46,05,10
5320,46051100,สมสะอาด,Som Sa-at,46,05,11
5321,46051200,กุดค้าว,Kut Khao,46,05,12
5322,46060000,เขาวง,Khao Wong,46,06,00
5323,46060100,คุ้มเก่า,Khum Kao,46,06,01
5324,46060200,สงเปลือย,Song Plueai,46,06,02
5325,46060300,หนองผือ,Nong Phue,46,06,03
5328,46060600,กุดสิมคุ้มใหม่,Kut Sim Khum Mai,46,06,06
5330,46060800,สระพังทอง,Saphang Thong,46,06,08
5333,46061100,กุดปลาค้าว,Kut Pla Khao,46,06,11
5334,46070000,ยางตลาด,Yang Talat,46,07,00
5335,46070100,ยางตลาด,Yang Talat,46,07,01
5336,46070200,หัวงัว,Hua Ngua,46,07,02
5337,46070300,อุ่มเม่า,Um Mao,46,07,03
5338,46070400,บัวบาน,Bua Ban,46,07,04
5339,46070500,เว่อ,Woe,46,07,05
5340,46070600,อิตื้อ,Itue,46,07,06
5341,46070700,หัวนาคำ,Hua Na Kham,46,07,07
5342,46070800,หนองอิเฒ่า,Nong I Thao,46,07,08
5343,46070900,ดอนสมบูรณ์,Don Sombun,46,07,09
5344,46071000,นาเชือก,Na Chueak,46,07,10
5345,46071100,คลองขาม,Khlong Kham,46,07,11
5346,46071200,เขาพระนอน,Khao Phra Non,46,07,12
5347,46071300,นาดี,Na Di,46,07,13
5348,46071400,โนนสูง,Non Sung,46,07,14
5349,46071500,หนองตอกแป้น,Nong Tok Paen,46,07,15
5350,46080000,ห้วยเม็ก,Huai Mek,46,08,00
5351,46080100,ห้วยเม็ก,Huai Mek,46,08,01
5352,46080200,คำใหญ่,Kham Yai,46,08,02
5353,46080300,กุดโดน,Kut Don,46,08,03
5354,46080400,บึงนาเรียง,Bueng Na Riang,46,08,04
5355,46080500,หัวหิน,Hua Hin,46,08,05
5356,46080600,พิมูล,Phimun,46,08,06
5357,46080700,คำเหมือดแก้ว,Kham Mueat Kaeo,46,08,07
5358,46080800,โนนสะอาด,Non Sa-at,46,08,08
5359,46080900,ทรายทอง,Sai Thong,46,08,09
5360,46090000,สหัสขันธ์,Sahatsakhan,46,09,00
5361,46090100,ภูสิงห์,Phu Sing,46,09,01
5362,46090200,สหัสขันธ์,Sahatsakhan,46,09,02
5363,46090300,นามะเขือ,Na Makhuea,46,09,03
5364,46090400,โนนศิลา,Non Sila,46,09,04
5365,46090500,นิคม,Nikhom,46,09,05
5366,46090600,โนนแหลมทอง,Non Laem Thong,46,09,06
5367,46090700,โนนบุรี,Non Buri,46,09,07
5368,46090800,โนนน้ำเกลี้ยง,Non Nam Kliang,46,09,08
5373,46100000,คำม่วง,Kham Muang,46,10,00
5374,46100100,ทุ่งคลอง,Thung Khlong,46,10,01
5375,46100200,โพน,Phon,46,10,02
5378,46100500,ดินจี่,Din Chi,46,10,05
5379,46100600,นาบอน,Na Bon,46,10,06
5380,46100700,นาทัน,Na Than,46,10,07
5382,46100900,เนินยาง,Noen Yang,46,10,09
5384,46110000,ท่าคันโท,Tha Khantho,46,11,00
5385,46110100,ท่าคันโท,Tha Khantho,46,11,01
5386,46110200,กุงเก่า,Kung Kao,46,11,02
5387,46110300,ยางอู้ม,Yang Um,46,11,03
5388,46110400,กุดจิก,Kut Chik,46,11,04
5389,46110500,นาตาล,Na Tan,46,11,05
5390,46110600,ดงสมบูรณ์,Dong Sombun,46,11,06
5393,46120000,หนองกุงศรี,Nong Kung Si,46,12,00
5394,46120100,หนองกุงศรี,Nong Kung Si,46,12,01
5395,46120200,หนองบัว,Nong Bua,46,12,02
5396,46120300,โคกเครือ,Khok Khruea,46,12,03
5397,46120400,หนองสรวง,Nong Suang,46,12,04
5398,46120500,เสาเล้า,Sao Lao,46,12,05
5399,46120600,หนองใหญ่,Nong Yai,46,12,06
5400,46120700,ดงมูล,Dong Mun,46,12,07
5401,46120800,ลำหนองแสน,Lam Nong Saen,46,12,08
5402,46120900,หนองหิน,Nong Hin,46,12,09
5403,46130000,สมเด็จ,Somdet,46,13,00
5404,46130100,สมเด็จ,Somdet,46,13,01
5405,46130200,หนองแวง,Nong Waeng,46,13,02
5406,46130300,แซงบาดาล,Saeng Badan,46,13,03
5407,46130400,มหาไชย,Maha Chai,46,13,04
5408,46130500,หมูม่น,Mu Mon,46,13,05
5409,46130600,ผาเสวย,Pha Sawoei,46,13,06
5410,46130700,ศรีสมเด็จ,Si Somdet,46,13,07
5411,46130800,ลำห้วยหลัว,Lam Huai Lua,46,13,08
5412,46140000,ห้วยผึ้ง,Huai Phueng,46,14,00
5413,46140100,คำบง,Kham Bong,46,14,01
5414,46140200,ไค้นุ่น,Khai Nun,46,14,02
5415,46140300,นิคมห้วยผึ้ง,Nikhom Huai Phueng,46,14,03
5416,46140400,หนองอีบุตร,Nong I But,46,14,04
5417,46150000,สามชัย,Sam Chai,46,15,00
5418,46150100,สำราญ,Samran,46,15,01
5419,46150200,สำราญใต้,Samran Tai,46,15,02
5420,46150300,คำสร้างเที่ยง,Kham Sang Thiang,46,15,03
5421,46150400,หนองช้าง,Nong Chang,46,15,04
5422,46160000,นาคู,Na Khu,46,16,00
5423,46160100,นาคู,Na Khu,46,16,01
5424,46160200,สายนาวัง,Sai Na Wang,46,16,02
5425,46160300,โนนนาจาน,Non Na Chan,46,16,03
5426,46160400,บ่อแก้ว,Bo Kaeo,46,16,04
5427,46160500,ภูแล่นช้าง,Phu Laen Chang,46,16,05
5428,46170000,ดอนจาน,Don Chan,46,17,00
5429,46170100,ดอนจาน,Don Chan,46,17,01
5430,46170200,สะอาดไชยศรี,Sa-at Chai Si,46,17,02
5431,46170300,ดงพยุง,Dong Phayung,46,17,03
5432,46170400,ม่วงนา,Muang Na,46,17,04
5433,46170500,นาจำปา,Na Champa,46,17,05
5434,46180000,ฆ้องชัย,Khong Chai,46,18,00
5435,46180100,ฆ้องชัยพัฒนา,Khong Chai Phatthana,46,18,01
5436,46180200,เหล่ากลาง,Lao Klang,46,18,02
5437,46180300,โคกสะอาด,Khok Sa-at,46,18,03
5438,46180400,โนนศิลาเลิง,Non Sila Loeng,46,18,04
5439,46180500,ลำชี,Lam Chi,46,18,05
5440,47000000,สกลนคร,Sakon Nakhon,47,00,00
5441,47010000,เมืองสกลนคร,Mueang Sakon Nakhon,47,01,00
5442,47010100,ธาตุเชิงชุม,That Choeng Chum,47,01,01
5443,47010200,ขมิ้น,Khamin,47,01,02
5444,47010300,งิ้วด่อน,Ngio Don,47,01,03
5445,47010400,โนนหอม,Non Hom,47,01,04
5447,47010600,เชียงเครือ,Chiang Khruea,47,01,06
5448,47010700,ท่าแร่,Tha Rae,47,01,07
5450,47010900,ม่วงลาย,Muang Lai,47,01,09
5452,47011100,ดงชน,Dong Chon,47,01,11
5453,47011200,ห้วยยาง,Huai Yang,47,01,12
5454,47011300,พังขว้าง,Phang Khwang,47,01,13
5456,47011500,ดงมะไฟ,Dong Mafai,47,01,15
5457,47011600,ธาตุนาเวง,That Na Weng,47,01,16
5458,47011700,เหล่าปอแดง,Lao Po Daeng,47,01,17
5459,47011800,หนองลาด,Nong Lat,47,01,18
5461,47012000,ฮางโฮง,Hang Hong,47,01,20
5462,47012100,โคกก่อง,Khok Kong,47,01,21
5469,47020000,กุสุมาลย์,Kusuman,47,02,00
5470,47020100,กุสุมาลย์,Kusuman,47,02,01
5471,47020200,นาโพธิ์,Na Pho,47,02,02
5472,47020300,นาเพียง,Na Phiang,47,02,03
5473,47020400,โพธิไพศาล,Pho Phaisan,47,02,04
5474,47020500,อุ่มจาน,Um Chan,47,02,05
5475,47030000,กุดบาก,Kut Bak,47,03,00
5476,47030100,กุดบาก,Kut Bak,47,03,01
5478,47030300,นาม่อง,Na Mong,47,03,03
5480,47030500,กุดไห,Kut Hai,47,03,05
5482,47040000,พรรณานิคม,Phanna Nikhom,47,04,00
5483,47040100,พรรณา,Phanna,47,04,01
5484,47040200,วังยาง,Wang Yang,47,04,02
5485,47040300,พอกน้อย,Phok Noi,47,04,03
5486,47040400,นาหัวบ่อ,Na Hua Bo,47,04,04
5487,47040500,ไร่,Rai,47,04,05
5488,47040600,ช้างมิ่ง,Chang Ming,47,04,06
5489,47040700,นาใน,Na Nai,47,04,07
5490,47040800,สว่าง,Sawang,47,04,08
5491,47040900,บะฮี,Ba Hi,47,04,09
5492,47041000,เชิงชุม,Choeng Chum,47,04,10
5493,47050000,พังโคน,Phang Khon,47,05,00
5494,47050100,พังโคน,Phang Khon,47,05,01
5495,47050200,ม่วงไข่,Muang Khai,47,05,02
5496,47050300,แร่,Rae,47,05,03
5497,47050400,ไฮหย่อง,Haiyong,47,05,04
5498,47050500,ต้นผึ้ง,Ton Phueng,47,05,05
5501,47060000,วาริชภูมิ,Waritchaphum,47,06,00
5502,47060100,วาริชภูมิ,Waritchaphum,47,06,01
5503,47060200,ปลาโหล,Pla Lo,47,06,02
5504,47060300,หนองลาด,Nong Lat,47,06,03
5505,47060400,คำบ่อ,Kham Bo,47,06,04
5506,47060500,ค้อเขียว,Kho Khiao,47,06,05
5507,47070000,นิคมน้ำอูน,Nikhom Nam Un,47,07,00
5508,47070100,นิคมน้ำอูน,Nikhom Nam Un,47,07,01
5509,47070200,หนองปลิง,Nong Pling,47,07,02
5510,47070300,หนองบัว,Nong Bua,47,07,03
5511,47070400,สุวรรณคาม,Suwannakham,47,07,04
5512,47080000,วานรนิวาส,Wanon Niwat,47,08,00
5513,47080100,วานรนิวาส,Wanon Niwat,47,08,01
5514,47080200,เดื่อศรีคันไชย,Duea Sikhanchai,47,08,02
5515,47080300,ขัวก่าย,Khua Kai,47,08,03
5516,47080400,หนองสนม,Nong Sanom,47,08,04
5517,47080500,คูสะคาม,Khu Sakham,47,08,05
5518,47080600,ธาตุ,That,47,08,06
5519,47080700,หนองแวง,Nong Waeng,47,08,07
5520,47080800,ศรีวิชัย,Si Wichai,47,08,08
5521,47080900,นาซอ,Na So,47,08,09
5522,47081000,อินทร์แปลง,In Plaeng,47,08,10
5523,47081100,นาคำ,Na Kham,47,08,11
5524,47081200,คอนสวรรค์,Khon Sawan,47,08,12
5525,47081300,กุดเรือคำ,Kut Ruea Kham,47,08,13
5526,47081400,หนองแวงใต้,Nong Waeng Tai,47,08,14
5527,47090000,คำตากล้า,Kham Ta Kla,47,09,00
5528,47090100,คำตากล้า,Kham Ta Kla,47,09,01
5529,47090200,หนองบัวสิม,Nong Bua Sim,47,09,02
5530,47090300,นาแต้,Na Tae,47,09,03
5531,47090400,แพด,Phaet,47,09,04
5532,47100000,บ้านม่วง,Ban Muang,47,10,00
5533,47100100,ม่วง,Muang,47,10,01
5534,47100200,มาย,Mai,47,10,02
5535,47100300,ดงหม้อทอง,Dong Mo Thong,47,10,03
5536,47100400,ดงเหนือ,Dong Nuea,47,10,04
5537,47100500,ดงหม้อทองใต้,Dong Mo Thong Tai,47,10,05
5538,47100600,ห้วยหลัว,Huai Lua,47,10,06
5539,47100700,โนนสะอาด,Non Sa-at,47,10,07
5540,47100800,หนองกวั่ง,Nong Kwang,47,10,08
5541,47100900,บ่อแก้ว,Bo Kaeo,47,10,09
5542,47110000,อากาศอำนวย,Akat Amnuai,47,11,00
5543,47110100,อากาศ,Akat,47,11,01
5544,47110200,โพนแพง,Phon Phaeng,47,11,02
5545,47110300,วาใหญ่,Wa Yai,47,11,03
5546,47110400,โพนงาม,Phon Ngam,47,11,04
5547,47110500,ท่าก้อน,Tha Kon,47,11,05
5548,47110600,นาฮี,Na Hi,47,11,06
5549,47110700,บะหว้า,Ba Wa,47,11,07
5550,47110800,สามัคคีพัฒนา,Samakkhi Phatthana,47,11,08
5551,47120000,สว่างแดนดิน,Sawang Daen Din,47,12,00
5552,47120100,สว่างแดนดิน,Sawang Daen Din,47,12,01
5554,47120300,คำสะอาด,Kham Sa-at,47,12,03
5555,47120400,บ้านต้าย,Ban Tai,47,12,04
5557,47120600,บงเหนือ,Bong Nuea,47,12,06
5558,47120700,โพนสูง,Phon Sung,47,12,07
5559,47120800,โคกสี,Khok Si,47,12,08
5561,47121000,หนองหลวง,Nong Luang,47,12,10
5562,47121100,บงใต้,Bong Tai,47,12,11
5563,47121200,ค้อใต้,Kho Tai,47,12,12
5564,47121300,พันนา,Phan Na,47,12,13
5565,47121400,แวง,Waeng,47,12,14
5566,47121500,ทรายมูล,Sai Mun,47,12,15
5567,47121600,ตาลโกน,Tan Kon,47,12,16
5568,47121700,ตาลเนิ้ง,Tan Noeng,47,12,17
5571,47122000,ธาตุทอง,That Thong,47,12,20
5572,47122100,บ้านถ่อน,Ban Thon,47,12,21
5573,47130000,ส่องดาว,Song Dao,47,13,00
5574,47130100,ส่องดาว,Song Dao,47,13,01
5575,47130200,ท่าศิลา,Tha Sila,47,13,02
5576,47130300,วัฒนา,Watthana,47,13,03
5577,47130400,ปทุมวาปี,Pathum Wapi,47,13,04
5578,47140000,เต่างอย,Tao Ngoi,47,14,00
5579,47140100,เต่างอย,Tao Ngoi,47,14,01
5580,47140200,บึงทวาย,Bueng Thawai,47,14,02
5581,47140300,นาตาล,Na Tan,47,14,03
5582,47140400,จันทร์เพ็ญ,Chan Phen,47,14,04
5583,47150000,โคกศรีสุพรรณ,Khok Si Suphan,47,15,00
5584,47150100,ตองโขบ,Tong Khop,47,15,01
5585,47150200,เหล่าโพนค้อ,Lao Phon Kho,47,15,02
5586,47150300,ด่านม่วงคำ,Dan Muang Kham,47,15,03
5587,47150400,แมดนาท่ม,Maet Na Thom,47,15,04
5588,47160000,เจริญศิลป์,Charoen Sin,47,16,00
5589,47160100,บ้านเหล่า,Ban Lao,47,16,01
5590,47160200,เจริญศิลป์,Charoen Sin,47,16,02
5591,47160300,ทุ่งแก,Thung Kae,47,16,03
5592,47160400,โคกศิลา,Khok Sila,47,16,04
5593,47160500,หนองแปน,Nong Paen,47,16,05
5594,47170000,โพนนาแก้ว,Phon Na Kaeo,47,17,00
5595,47170100,บ้านโพน,Ban Phon,47,17,01
5596,47170200,นาแก้ว,Na Kaeo,47,17,02
5597,47170300,นาตงวัฒนา,Na Tong Watthana,47,17,03
5598,47170400,บ้านแป้น,Ban Paen,47,17,04
5599,47170500,เชียงสือ,Chiang Sue,47,17,05
5600,47180000,ภูพาน,Phu Phan,47,18,00
5601,47180100,สร้างค้อ,Sang Kho,47,18,01
5602,47180200,หลุบเลา,Lup Lao,47,18,02
5603,47180300,โคกภู,Khok Phu,47,18,03
5604,47180400,กกปลาซิว,Kok Pla Sio,47,18,04
5607,48000000,นครพนม,Nakhon Phanom,48,00,00
5608,48010000,เมืองนครพนม,Mueang Nakhon Phanom,48,01,00
5609,48010100,ในเมือง,Nai Mueang,48,01,01
5610,48010200,หนองแสง,Nong Saeng,48,01,02
5611,48010300,นาทราย,Na Sai,48,01,03
5612,48010400,นาราชควาย,Na Ratchakhwai,48,01,04
5613,48010500,กุรุคุ,Kurukhu,48,01,05
5614,48010600,บ้านผึ้ง,Ban Phueng,48,01,06
5615,48010700,อาจสามารถ,At Samat,48,01,07
5616,48010800,ขามเฒ่า,Kham Thao,48,01,08
5617,48010900,บ้านกลาง,Ban Klang,48,01,09
5618,48011000,ท่าค้อ,Tha Kho,48,01,10
5619,48011100,คำเตย,Kham Toei,48,01,11
5620,48011200,หนองญาติ,Nong Yat,48,01,12
5621,48011300,ดงขวาง,Dong Khwang,48,01,13
5622,48011400,วังตามัว,Wang Ta Mua,48,01,14
5623,48011500,โพธิ์ตาก,Pho Tak,48,01,15
5624,48020000,ปลาปาก,Pla Pak,48,02,00
5625,48020100,ปลาปาก,Pla Pak,48,02,01
5626,48020200,หนองฮี,Nong Hi,48,02,02
5627,48020300,กุตาไก้,Kutakai,48,02,03
5628,48020400,โคกสว่าง,Khok Sawang,48,02,04
5629,48020500,โคกสูง,Khok Sung,48,02,05
5630,48020600,มหาชัย,Maha Chai,48,02,06
5631,48020700,นามะเขือ,Na Makhuea,48,02,07
5632,48020800,หนองเทาใหญ่,Nong Thao Yai,48,02,08
5633,48030000,ท่าอุเทน,Tha Uthen,48,03,00
5634,48030100,ท่าอุเทน,Tha Uthen,48,03,01
5635,48030200,โนนตาล,Non Tan,48,03,02
5636,48030300,ท่าจำปา,Tha Champa,48,03,03
5637,48030400,ไชยบุรี,Chai Buri,48,03,04
5638,48030500,พนอม,Phanom,48,03,05
5639,48030600,พะทาย,Phathai,48,03,06
5644,48031100,เวินพระบาท,Woen Phra Bat,48,03,11
5645,48031200,รามราช,Rammarat,48,03,12
5647,48031400,หนองเทา,Nong Thao,48,03,14
5648,48040000,บ้านแพง,Ban Phaeng,48,04,00
5649,48040100,บ้านแพง,Ban Phaeng,48,04,01
5650,48040200,ไผ่ล้อม,Phai Lom,48,04,02
5651,48040300,โพนทอง,Phon Thong,48,04,03
5652,48040400,หนองแวง,Nong Waeng,48,04,04
5656,48040800,นางัว,Na Ngua,48,04,08
5657,48040900,นาเข,Na Khe,48,04,09
5658,48050000,ธาตุพนม,That Phanom,48,05,00
5659,48050100,ธาตุพนม,That Phanom,48,05,01
5660,48050200,ฝั่งแดง,Fang Daeng,48,05,02
5661,48050300,โพนแพง,Phon Phaeng,48,05,03
5662,48050400,พระกลางทุ่ง,Phra Klang Thung,48,05,04
5663,48050500,นาถ่อน,Na Thon,48,05,05
5664,48050600,แสนพัน,Saen Phan,48,05,06
5665,48050700,ดอนนางหงส์,Don Nang Hong,48,05,07
5666,48050800,น้ำก่ำ,Nam Kam,48,05,08
5667,48050900,อุ่มเหม้า,Um Mao,48,05,09
5668,48051000,นาหนาด,Na Nat,48,05,10
5669,48051100,กุดฉิม,Kut Chim,48,05,11
5670,48051200,ธาตุพนมเหนือ,That Phanom Nuea,48,05,12
5671,48060000,เรณูนคร,Renu NaKhon,48,06,00
5672,48060100,เรณู,Renu,48,06,01
5673,48060200,โพนทอง,Phon Thong,48,06,02
5674,48060300,ท่าลาด,Tha lat,48,06,03
5675,48060400,นางาม,Na Ngam,48,06,04
5676,48060500,โคกหินแฮ่,Khok Hin Hae,48,06,05
5678,48060700,หนองย่างชิ้น,Nong Yang Chin,48,06,07
5679,48060800,เรณูใต้,Renu Tai,48,06,08
5680,48060900,นาขาม,Na Kham,48,06,09
5681,48070000,นาแก,Na Kae,48,07,00
5682,48070100,นาแก,Na Kae,48,07,01
5683,48070200,พระซอง,Phra Song,48,07,02
5684,48070300,หนองสังข์,Nong Sang,48,07,03
5685,48070400,นาคู่,Na Khu,48,07,04
5686,48070500,พิมาน,Phiman,48,07,05
5687,48070600,พุ่มแก,Phum Kae,48,07,06
5688,48070700,ก้านเหลือง,Kan Lueang,48,07,07
5689,48070800,หนองบ่อ,Nong Bo,48,07,08
5690,48070900,นาเลียง,Na Liang,48,07,09
5693,48071200,บ้านแก้ง,Ban Kaeng,48,07,12
5694,48071300,คำพี้,Kham Phi,48,07,13
5696,48071500,สีชมพู,Si Chomphu,48,07,15
5698,48080000,ศรีสงคราม,Si Songkhram,48,08,00
5699,48080100,ศรีสงคราม,Si Songkhram,48,08,01
5700,48080200,นาเดื่อ,Na Duea,48,08,02
5701,48080300,บ้านเอื้อง,Ban Ueang,48,08,03
5702,48080400,สามผง,Sam Phong,48,08,04
5703,48080500,ท่าบ่อสงคราม,Tha Bo Songkhram,48,08,05
5704,48080600,บ้านข่า,Ban Kha,48,08,06
5705,48080700,นาคำ,Na Kham,48,08,07
5706,48080800,โพนสว่าง,Phon Sawang,48,08,08
5707,48080900,หาดแพง,Hat Phaeng,48,08,09
5708,48090000,นาหว้า,Na Wa,48,09,00
5709,48090100,นาหว้า,Na Wa,48,09,01
5710,48090200,นางัว,Na Ngua,48,09,02
5711,48090300,บ้านเสียว,Ban Siao,48,09,03
5712,48090400,นาคูณใหญ่,Na Khun Yai,48,09,04
5713,48090500,เหล่าพัฒนา,Lao Phatthana,48,09,05
5714,48090600,ท่าเรือ,Tha Ruea,48,09,06
5715,48100000,โพนสวรรค์,Phon Sawan,48,10,00
5716,48100100,โพนสวรรค์,Phon Sawan,48,10,01
5717,48100200,นาหัวบ่อ,Na Hua Bo,48,10,02
5718,48100300,นาขมิ้น,Na Khamin,48,10,03
5719,48100400,โพนบก,Phon Bok,48,10,04
5720,48100500,บ้านค้อ,Ban Kho,48,10,05
5721,48100600,โพนจาน,Phon Chan,48,10,06
5722,48100700,นาใน,Na Nai,48,10,07
5723,48110000,นาทม,Na Thom,48,11,00
5724,48110100,นาทม,Na Thom,48,11,01
5725,48110200,หนองซน,Nong Son,48,11,02
5726,48110300,ดอนเตย,Don Toei,48,11,03
5727,48120000,วังยาง,Wang Yang,48,12,00
5728,48120100,วังยาง,Wang Yang,48,12,01
5729,48120200,โคกสี,Khok Si,48,12,02
5730,48120300,ยอดชาด,Yot Chat,48,12,03
5731,48120400,หนองโพธิ์,Nong Pho,48,12,04
5732,49000000,มุกดาหาร,Mukdahan,49,00,00
5733,49010000,เมืองมุกดาหาร,Mueang Mukdahan,49,01,00
5734,49010100,มุกดาหาร,Mukdahan,49,01,01
5735,49010200,ศรีบุญเรือง,Si Bun Rueang,49,01,02
5736,49010300,บ้านโคก,Ban Khok,49,01,03
5737,49010400,บางทรายใหญ่,Bang Sai Yai,49,01,04
5738,49010500,โพนทราย,Phon Sai,49,01,05
5739,49010600,ผึ่งแดด,Phueng Daet,49,01,06
5740,49010700,นาโสก,Na Sok,49,01,07
5741,49010800,นาสีนวน,Na Sinuan,49,01,08
5742,49010900,คำป่าหลาย,Kham Pa Lai,49,01,09
5743,49011000,คำอาฮวน,Kham Ahuan,49,01,10
5744,49011100,ดงเย็น,Dong Yen,49,01,11
5745,49011200,ดงมอน,Dong Mon,49,01,12
5746,49011300,กุดแข้,Kut Khae,49,01,13
5753,49020000,นิคมคำสร้อย,Nikhom Kham Soi,49,02,00
