geo_id,geo_code,name,abbreviation,type_id
1841,county-37050000,เสนางคนิคม,-,5
1842,county-37060000,หัวตะพาน,-,5
1843,county-37070000,ลืออำนาจ,-,5
1844,county-38010000,เมืองบึงกาฬ,-,5
1845,county-38020000,พรเจริญ,-,5
1846,county-38030000,โซ่พิสัย,-,5
1847,county-38040000,เซกา,-,5
1848,county-38050000,ปากคาด,-,5
1849,county-38060000,บึงโขงหลง,-,5
1850,county-38070000,ศรีวิไล,-,5
1851,county-38080000,บุ่งคล้า,-,5
1852,county-39010000,เมืองหนองบัวลำภู,-,5
1853,county-39020000,นากลาง,-,5
1854,county-39030000,โนนสัง,-,5
1855,county-39040000,ศรีบุญเรือง,-,5
1856,county-39050000,สุวรรณคูหา,-,5
1857,county-39060000,นาวัง,-,5
1858,county-40010000,เมืองขอนแก่น,-,5
1859,county-40020000,บ้านฝาง,-,5
1860,county-40030000,พระยืน,-,5
1861,county-40040000,หนองเรือ,-,5
1862,county-40050000,ชุมแพ,-,5
1863,county-40060000,สีชมพู,-,5
1864,county-40070000,น้ำพอง,-,5
1865,county-40080000,อุบลรัตน์,-,5
1866,county-40090000,กระนวน,-,5
1867,county-40100000,บ้านไผ่,-,5
1868,county-40110000,เปือยน้อย,-,5
1869,county-40120000,พล,-,5
1870,county-40130000,แวงใหญ่,-,5
1871,county-40140000,แวงน้อย,-,5
1872,county-40150000,หนองสองห้อง,-,5
1873,county-40160000,ภูเวียง,-,5
1874,county-40170000,มัญจาคีรี,-,5
1875,county-40180000,ชนบท,-,5
1876,county-40190000,เขาสวนกวาง,-,5
1877,county-40200000,ภูผาม่าน,-,5
1878,county-40210000,ซำสูง,-,5
1879,county-40220000,โคกโพธิ์ไชย,-,5
1880,county-40230000,หนองนาคำ,-,5
1881,county-40240000,บ้านแฮด,-,5
1882,county-40250000,โนนศิลา,-,5
1883,county-40290000,เวียงเก่า,-,5
1884,county-41010000,เมืองอุดรธานี,-,5
1885,county-41020000,กุดจับ,-,5
1886,county-41030000,หนองวัวซอ,-,5
1887,county-41040000,กุมภวาปี,-,5
1888,county-41050000,โนนสะอาด,-,5
1889,county-41060000,หนองหาน,-,5
1890,county-41070000,ทุ่งฝน,-,5
1891,county-41080000,ไชยวาน,-,5
1892,county-41090000,ศรีธาตุ,-,5
1893,county-41100000,วังสามหมอ,-,5
1894,county-41110000,บ้านดุง,-,5
1895,county-41170000,บ้านผือ,-,5
1896,county-41180000,น้ำโสม,-,5
1897,county-41190000,เพ็ญ,-,5
1898,county-41200000,สร้างคอม,-,5
1899,county-41210000,หนองแสง,-,5
1900,county-41220000,นายูง,-,5
1901,county-41230000,พิบูลย์รักษ์,-,5
1902,county-41240000,กู่แก้ว,-,5
1903,county-41250000,ประจักษ์ศิลปาคม,-,5
1904,county-42010000,เมืองเลย,-,5
1905,county-42020000,นาด้วง,-,5
1906,county-42030000,เชียงคาน,-,5
1907,county-42040000,ปากชม,-,5
1908,county-42050000,ด่านซ้าย,-,5
1909,county-42060000,นาแห้ว,-,5
1910,county-42070000,ภูเรือ,-,5
1911,county-42080000,ท่าลี่,-,5
1912,county-42090000,วังสะพุง,-,5
1913,county-42100000,ภูกระดึง,-,5
1914,county-42110000,ภูหลวง,-,5
1915,county-42120000,ผาขาว,-,5
1916,county-42130000,เอราวัณ,-,5
1917,county-42140000,หนองหิน,-,5
1918,county-43010000,เมืองหนองคาย,-,5
1919,county-43020000,ท่าบ่อ,-,5
1920,county-43050000,โพนพิสัย,-,5
1921,county-43070000,ศรีเชียงใหม่,-,5
1922,county-43080000,สังคม,-,5
1923,county-43140000,สระใคร,-,5
1924,county-43150000,เฝ้าไร่,-,5
1925,county-43160000,รัตนวาปี,-,5
1926,county-43170000,โพธิ์ตาก,-,5
1927,county-44010000,เมืองมหาสารคาม,-,5
1928,county-44020000,แกดำ,-,5
1929,county-44030000,โกสุมพิสัย,-,5
1930,county-44040000,กันทรวิชัย,-,5
1931,county-44050000,เชียงยืน,-,5
1932,county-44060000,บรบือ,-,5
1933,county-44070000,นาเชือก,-,5
1934,county-44080000,พยัคฆภูมิพิสัย,-,5
1935,county-44090000,วาปีปทุม,-,5
1936,county-44100000,นาดูน,-,5
1937,county-44110000,ยางสีสุราช,-,5
1938,county-44120000,กุดรัง,-,5
1939,county-44130000,ชื่นชม,-,5
1940,county-45010000,เมืองร้อยเอ็ด,-,5
1941,county-45020000,เกษตรวิสัย,-,5
1942,county-45030000,ปทุมรัตต์,-,5
1943,county-45040000,จตุรพักตรพิมาน,-,5
1944,county-45050000,ธวัชบุรี,-,5
1945,county-45060000,พนมไพร,-,5
1946,county-45070000,โพนทอง,-,5
1947,county-45080000,โพธิ์ชัย,-,5
1948,county-45090000,หนองพอก,-,5
1949,county-45100000,เสลภูมิ,-,5
1950,county-45110000,สุวรรณภูมิ,-,5
1951,county-45120000,เมืองสรวง,-,5
1952,county-45130000,โพนทราย,-,5
1953,county-45140000,อาจสามารถ,-,5
1954,county-45150000,เมยวดี,-,5
1955,county-45160000,ศรีสมเด็จ,-,5
1956,county-45170000,จังหาร,-,5
1957,county-45180000,เชียงขวัญ,-,5
1958,county-45190000,หนองฮี,-,5
1959,county-45200000,ทุ่งเขาหลวง,-,5
1960,county-46010000,เมืองกาฬสินธุ์,-,5
1961,county-46020000,นามน,-,5
1962,county-46030000,กมลาไสย,-,5
1963,county-46040000,ร่องคำ,-,5
1964,county-46050000,กุฉินารายณ์,-,5
1965,county-46060000,เขาวง,-,5
1966,county-46070000,ยางตลาด,-,5
1967,county-46080000,ห้วยเม็ก,-,5
1968,county-46090000,สหัสขันธ์,-,5
1969,county-46100000,คำม่วง,-,5
1970,county-46110000,ท่าคันโท,-,5
1971,county-46120000,หนองกุงศรี,-,5
1972,county-46130000,สมเด็จ,-,5
1973,county-46140000,ห้วยผึ้ง,-,5
1974,county-46150000,สามชัย,-,5
1975,county-46160000,นาคู,-,5
1976,county-46170000,ดอนจาน,-,5
1977,county-46180000,ฆ้องชัย,-,5
1978,county-47010000,เมืองสกลนคร,-,5
1979,county-47020000,กุสุมาลย์,-,5
1980,county-47030000,กุดบาก,-,5
1981,county-47040000,พรรณานิคม,-,5
1982,county-47050000,พังโคน,-,5
1983,county-47060000,วาริชภูมิ,-,5
1984,county-47070000,นิคมน้ำอูน,-,5
1985,county-47080000,วานรนิวาส,-,5
1986,county-47090000,คำตากล้า,-,5
1987,county-47100000,บ้านม่วง,-,5
1988,county-47110000,อากาศอำนวย,-,5
1989,county-47120000,สว่างแดนดิน,-,5
1990,county-47130000,ส่องดาว,-,5
1991,county-47140000,เต่างอย,-,5
1992,county-47150000,โคกศรีสุพรรณ,-,5
1993,county-47160000,เจริญศิลป์,-,5
1994,county-47170000,โพนนาแก้ว,-,5
1995,county-47180000,ภูพาน,-,5
1996,county-48010000,เมืองนครพนม,-,5
1997,county-48020000,ปลาปาก,-,5
1998,county-48030000,ท่าอุเทน,-,5
1999,county-48040000,บ้านแพง,-,5
2000,county-48050000,ธาตุพนม,-,5
2001,county-48060000,เรณูนคร,-,5
2002,county-48070000,นาแก,-,5
2003,county-48080000,ศรีสงคราม,-,5
2004,county-48090000,นาหว้า,-,5
2005,county-48100000,โพนสวรรค์,-,5
2006,county-48110000,นาทม,-,5
2007,county-48120000,วังยาง,-,5
2008,county-49010000,เมืองมุกดาหาร,-,5
2009,county-49020000,นิคมคำสร้อย,-,5
2010,county-49030000,ดอนตาล,-,5
2011,county-49040000,ดงหลวง,-,5
2012,county-49050000,คำชะอี,-,5
2013,county-49060000,หว้านใหญ่,-,5
2014,county-49070000,หนองสูง,-,5
2015,county-50010000,เมืองเชียงใหม่,-,5
2016,county-50020000,จอมทอง,-,5
2017,county-50030000,แม่แจ่ม,-,5
2018,county-50040000,เชียงดาว,-,5
2019,county-50050000,ดอยสะเก็ด,-,5
2020,county-50060000,แม่แตง,-,5
2021,county-50070000,แม่ริม,-,5
2022,county-50080000,สะเมิง,-,5
2023,county-50090000,ฝาง,-,5
2024,county-50100000,แม่อาย,-,5
2025,county-50110000,พร้าว,-,5
2026,county-50120000,สันป่าตอง,-,5
2027,county-50130000,สันกำแพง,-,5
2028,county-50140000,สันทราย,-,5
2029,county-50150000,หางดง,-,5
2030,county-50160000,ฮอด,-,5
2031,county-50170000,ดอยเต่า,-,5
2032,county-50180000,อมก๋อย,-,5
2033,county-50190000,สารภี,-,5
2034,county-50200000,เวียงแหง,-,5
2035,county-50210000,ไชยปราการ,-,5
2036,county-50220000,แม่วาง,-,5
2037,county-50230000,แม่ออน,-,5
2038,county-50240000,ดอยหล่อ,-,5
2039,county-50250000,กัลยาณิวัฒนา,-,5
2040,county-51010000,เมืองลำพูน,-,5
2041,county-51020000,แม่ทา,-,5
2042,county-51030000,บ้านโฮ่ง,-,5
2043,county-51040000,ลี้,-,5
2044,county-51050000,ทุ่งหัวช้าง,-,5
2045,county-51060000,ป่าซาง,-,5
2046,county-51070000,บ้านธิ,-,5
2047,county-51080000,เวียงหนองล่อง,-,5
2048,county-52010000,เมืองลำปาง,-,5
2049,county-52020000,แม่เมาะ,-,5
2050,county-52030000,เกาะคา,-,5
2051,county-52040000,เสริมงาม,-,5
2052,county-52050000,งาว,-,5
2053,county-52060000,แจ้ห่ม,-,5
2054,county-52070000,วังเหนือ,-,5
2055,county-52080000,เถิน,-,5
2056,county-52090000,แม่พริก,-,5
2057,county-52100000,แม่ทะ,-,5
2058,county-52110000,สบปราบ,-,5
2059,county-52120000,ห้างฉัตร,-,5
2060,county-52130000,เมืองปาน,-,5
2061,county-53010000,เมืองอุตรดิตถ์,-,5
2062,county-53020000,ตรอน,-,5
2063,county-53030000,ท่าปลา,-,5
2064,county-53040000,น้ำปาด,-,5
2065,county-53050000,ฟากท่า,-,5
2066,county-53060000,บ้านโคก,-,5
2067,county-53070000,พิชัย,-,5
2068,county-53080000,ลับแล,-,5
2069,county-53090000,ทองแสนขัน,-,5
2070,county-54010000,เมืองแพร่,-,5
2071,county-54020000,ร้องกวาง,-,5
2072,county-54030000,ลอง,-,5
2073,county-54040000,สูงเม่น,-,5
2074,county-54050000,เด่นชัย,-,5
2075,county-54060000,สอง,-,5
2076,county-54070000,วังชิ้น,-,5
2077,county-54080000,หนองม่วงไข่,-,5
2078,county-55010000,เมืองน่าน,-,5
2079,county-55020000,แม่จริม,-,5
2080,county-55030000,บ้านหลวง,-,5
2081,county-55040000,นาน้อย,-,5
2082,county-55050000,ปัว,-,5
