รหัสสำนักทะเบียน/อำเภอ,จังหวัด/สำนักทะเบียน/อำเภอ ภาษาไทย,จังหวัด/สำนักทะเบียน/อำเภอ ภาษาอังกฤษ,ปีเดือนวันที่จำหน่าย
4612,อำเภอหนองกุงศรี,Nong Kung Si District,0
4613,อำเภอสมเด็จ,Somdet District,0
4614,อำเภอห้วยผึ้ง,Huai Phueng District,0
4615,อำเภอสามชัย,Sam Chai District,0
4616,อำเภอนาคู,Na Khu District,0
4617,อำเภอดอนจาน,Don Chan District,0
4618,อำเภอฆ้องชัย,Khong Chai District,0
4619,กิ่งอำเภอลำปาว,Lam Pao Minor District,25550101
4620,กิ่งอำเภอดงมูล,Dong Mun Minor District,25550101
4621,กิ่งอำเภอนาขาม,Na Kham Minor District,25550101
4622,กิ่งอำเภอเขาพระนอน,Khao Phra Non Minor District,25550101
4623,กิ่งอำเภอลำน้ำดอกไม้,Lamnam Dokmai Minor District,25550101
4624,กิ่งอำเภอคำใหญ่,Kham Yai Minor District,25550101
4651,สาขาตำบลคำใหญ่ อำเภอห้วยเม็ก,Kham Yai Branch Huai Mek District,25550101
4665,ท้องถิ่นเทศบาลตำบลจุมจัง,Chum Chang Sub-district Municipality,0
4666,ท้องถิ่นเทศบาลตำบลนาทัน,Na Than Sub-district Municipality,0
4667,ท้องถิ่นเทศบาลตำบลอิตื้อ,I Tue Sub-district Municipality,0
4668,ท้องถิ่นเทศบาลตำบลภูสิงห์,Phu Sing Sub-district Municipality,25660418
4669,ท้องถิ่นเทศบาลตำบลหัวนาคำ,Hua Na Kham Sub-district Municipality,0
4670,ท้องถิ่นเทศบาลตำบลบัวบาน,Bua Ban Sub-district Municipality,0
4671,ท้องถิ่นเทศบาลตำบลนาขาม,Na Kham Sub-district Municipality,0
4672,ท้องถิ่นเทศบาลตำบลลำคลอง,Lamklong Sub-district Municipality,0
4673,ท้องถิ่นเทศบาลตำบลคำบง,Kham Bong Sub-district Municipality,0
4674,ท้องถิ่นเทศบาลตำบลสระพังทอง,Sa Phang Thong Sub-district Municipality,0
4675,ท้องถิ่นเทศบาลตำบลห้วยโพธิ์,Huai Pho Sub-district Municipality,0
4676,ท้องถิ่นเทศบาลตำบลนาคู,Na Khu Sub-district Municipality,0
4677,ท้องถิ่นเทศบาลตำบลห้วยผึ้ง,Huai Phueng Sub-district Municipality,0
4678,ท้องถิ่นเทศบาลตำบลสมเด็จ,Somdet Sub-district Municipality,0
4679,ท้องถิ่นเทศบาลตำบลหนองหิน,Nong Hin Sub-district Municipality,0
4680,ท้องถิ่นเทศบาลตำบลหนองกุงศรี,Nong Kung Si Sub-district Municipality,0
4681,ท้องถิ่นเทศบาลตำบลท่าคันโท,Tha Khantho Sub-district Municipality,0
4682,ท้องถิ่นเทศบาลตำบลโพน,Phon Sub-district Municipality,0
4683,ท้องถิ่นเทศบาลตำบลคำม่วง,Kham Muang Sub-district Municipality,0
4684,ท้องถิ่นเทศบาลตำบลโนนบุรี,Non Buri Sub-district Municipality,0
4685,ท้องถิ่นเทศบาลตำบลห้วยเม็ก,Huai Mek Sub-district Municipality,0
4686,ท้องถิ่นเทศบาลตำบลคำใหญ่,Kham Yai Sub-district Municipality,0
4687,ท้องถิ่นเทศบาลตำบลยางตลาด,Yang Talat Sub-district Municipality,0
4688,ท้องถิ่นเทศบาลตำบลโคกศรี,Khok Si Sub-district Municipality,0
4689,ท้องถิ่นเทศบาลตำบลกุดสิม,Kut Sim Sub-district Municipality,0
4690,ท้องถิ่นเทศบาลเมืองกุฉินารายณ์,Kuchinarai Town Municipality,0
4691,ท้องถิ่นเทศบาลตำบลกุดหว้า,Kud Wa Sub-district Municipality,0
4692,ท้องถิ่นเทศบาลตำบลร่องคำ,Rong Kham Sub-district Municipality,0
4693,ท้องถิ่นเทศบาลตำบลหนองแปน,Nong Paen Sub-district Municipality,0
4694,ท้องถิ่นเทศบาลตำบลธัญญา,Than Ya Sub-district Municipality,0
4695,ท้องถิ่นเทศบาลตำบลกมลาไสย,Kamalasai Sub-district Municipality,0
4696,ท้องถิ่นเทศบาลตำบลนามน,Na Mon Sub-district Municipality,0
4697,ท้องถิ่นเทศบาลตำบลหนองสอ,Nong So Sub-district Municipality,0
4698,ท้องถิ่นเทศบาลตำบลนาจารย์,Na Chan Sub-district Municipality,0
4699,ท้องถิ่นเทศบาลเมืองกาฬสินธุ์,Kalasin Town Municipality,0
4700,จังหวัดสกลนคร,Sakon Nakhon Province,0
4701,อำเภอเมืองสกลนคร,Mueang Sakon Nakhon District,0
4702,อำเภอกุสุมาลย์,Kusuman District,0
4703,อำเภอกุดบาก,Kut Bak District,0
4704,อำเภอพรรณานิคม,Phanna Nikhom District,0
4705,อำเภอพังโคน,Phang Khon District,0
4706,อำเภอวาริชภูมิ,Waritchaphum District,0
4707,อำเภอนิคมน้ำอูน,Nikhom Nam Un District,0
4708,อำเภอวานรนิวาส,Wanon Niwat District,0
4709,อำเภอคำตากล้า,Kham Ta Kla District,0
4710,อำเภอบ้านม่วง,Ban Muang District,0
4711,อำเภออากาศอำนวย,Akat Amnuai District,0
4712,อำเภอสว่างแดนดิน,Sawang Daen Din District ,0
4713,อำเภอส่องดาว,Song Dao District,0
4714,อำเภอเต่างอย,Tao Ngoi District,0
4715,อำเภอโคกศรีสุพรรณ,Khok Si Suphan District,0
4716,อำเภอเจริญศิลป์,Charoen Sin District,0
4717,อำเภอโพนนาแก้ว,Phon Na Kaeo District,0
4718,อำเภอภูพาน,Phu Phan District,0
4719,กิ่งอำเภอห้วยไร่,Huai Rai Minor District,25550101
4751,สาขาตำบลกุดเรือคำ อำเภอวานรนิวาส,Kut Ruea Kham Branch Wanon Niwat District,25550101
4779,ท้องถิ่นเทศบาลตำบลคำบ่อ,Kham Bo Sub-district Municipality,0
4780,ท้องถิ่นเทศบาลตำบลตองโขบ,Tong Khop Sub-district Municipality,0
4781,ท้องถิ่นเทศบาลตำบลบงใต้,Bong Tai Sub-district Municipality,0
4782,ท้องถิ่นเทศบาลตำบลสามัคคีพัฒนา,Samakkhi Phatthana Sub-district Municipality,0
4783,ท้องถิ่นเทศบาลตำบลเชียงเครือ,Chiang Khruea Sub-district Municipality,0
4784,ท้องถิ่นเทศบาลตำบลเจริญศิลป์,Charoen Sin Sub-district Municipality,0
4785,ท้องถิ่นเทศบาลตำบลส่องดาว,Song Dao Sub-district Municipality,0
4786,ท้องถิ่นเทศบาลตำบลสว่างแดนดิน,Sawang Daen Din Sub-district Municipality,0
4787,ท้องถิ่นเทศบาลตำบลดอนเขือง,Don Khueang Sub-district Municipality,0
4788,ท้องถิ่นเทศบาลตำบลอากาศอำนวย,Akat Amnuai Sub-district Municipality,0
4789,ท้องถิ่นเทศบาลตำบลบ้านม่วง,Ban Muang Sub-district Municipality,0
4790,ท้องถิ่นเทศบาลตำบลคำตากล้า,Kham Ta Kla Sub-district Municipality,0
4791,ท้องถิ่นเทศบาลตำบลวานรนิวาส,Wanon Niwat Sub-district Municipality,0
4792,ท้องถิ่นเทศบาลตำบลวาริชภูมิ,Waritchaphum Sub-district Municipality,0
4793,ท้องถิ่นเทศบาลตำบลพังโคน,Phang Khon Sub-district Municipality,0
4794,ท้องถิ่นเทศบาลตำบลพรรณานิคม,Phanna Nikhom Sub-district Municipality,0
4795,ท้องถิ่นเทศบาลตำบลกุดบาก,Kut Bak Sub-district Municipality,0
4796,ท้องถิ่นเทศบาลตำบลกุสุมาลย์,Kusuman Sub-district Municipality,0
4797,ท้องถิ่นเทศบาลตำบลท่าแร่,Tha Rae Sub-district Municipality,0
4798,ท้องถิ่นเทศบาลตำบลดงมะไฟ,Dong Mafai Sub-district Municipality,0
4799,ท้องถิ่นเทศบาลนครสกลนคร,Sakon Nakhon City Municipality,0
4800,จังหวัดนครพนม,Nakhon Phanom Province,0
4801,อำเภอเมืองนครพนม,Mueang Nakhon Phanom District,0
4802,อำเภอปลาปาก,Pla Pak District,0
4803,อำเภอท่าอุเทน,Tha Uthen District,0
4804,อำเภอบ้านแพง,Ban Phaeng District,0
4805,อำเภอธาตุพนม,That Phanom District,0
4806,อำเภอเรณูนคร,Renu Nakhon District,0
4807,อำเภอนาแก,Na Kae District,0
4808,อำเภอศรีสงคราม,Si Songkhram District,0
4809,อำเภอนาหว้า,Na Wa District,0
4810,อำเภอโพนสวรรค์,Phon Sawan District,0
4811,อำเภอนาทม,Na Thom District,0
4812,อำเภอวังยาง,Wang Yang District,0
4890,ท้องถิ่นเทศบาลตำบลปลาปาก,Pla Pak Sub-district Municipality,0
4891,ท้องถิ่นเทศบาลตำบลโพนสวรรค์,Phon Sawan Sub-district Municipality,0
4892,ท้องถิ่นเทศบาลตำบลนาหว้า,Na Wa Sub-district Municipality,0
4893,ท้องถิ่นเทศบาลตำบลศรีสงคราม,Si Songkhram Sub-district Municipality,0
4894,ท้องถิ่นเทศบาลตำบลนาแก,Na Kae Sub-district Municipality,0
4895,ท้องถิ่นเทศบาลตำบลเรณูนคร,Renu Nakhon Sub-district Municipality,0
4896,ท้องถิ่นเทศบาลตำบลธาตุพนม,That Phanom Sub-district Municipality,0
4897,ท้องถิ่นเทศบาลตำบลบ้านแพง,Ban Phaeng Sub-district Municipality,0
4898,ท้องถิ่นเทศบาลตำบลท่าอุเทน,Tha Uthen Sub-district Municipality,0
4899,ท้องถิ่นเทศบาลเมืองนครพนม,Nakhon Phanom Town Municipality,0
4900,จังหวัดมุกดาหาร,Mukdahan Province,0
4901,อำเภอเมืองมุกดาหาร,Mueang Mukdahan District,0
4902,อำเภอนิคมคำสร้อย,Nikhom Kham Soi District,0
4903,อำเภอดอนตาล,Don Tan District,0
4904,อำเภอดงหลวง,Dong Luang District,0
4905,อำเภอคำชะอี,Khamcha-I District,0
4906,อำเภอหว้านใหญ่,Wan Yai District,0
4907,อำเภอหนองสูง,Nong Sung District,0
4989,ท้องถิ่นเทศบาลตำบลร่มเกล้า,Romklao Sub-district Municipality,0
4990,ท้องถิ่นเทศบาลตำบลภูวง,Phu Wong Sub-district Municipality,25550101
4991,ท้องถิ่นเทศบาลตำบลบ้านเป้า,Ban Pao Sub-district Municipality,25550101
4992,ท้องถิ่นเทศบาลตำบลหนองสูงเหนือ,Nong Sung Nuea Sub-district Municipality,25550101
4993,ท้องถิ่นเทศบาลตำบลบ้านแก้ง,Ban Kaeng Sub-district Municipality,0
4994,ท้องถิ่นเทศบาลตำบลคำอาฮวน,Kham A Huan Sub-district Municipality,0
4995,ท้องถิ่นเทศบาลตำบลดงเย็น,Dong Yen Sub-district Municipality,0
4996,ท้องถิ่นเทศบาลตำบลคำชะอี,Khamcha-I Sub-district Municipality,0
4997,ท้องถิ่นเทศบาลตำบลดอนตาล,Don Tan Sub-district Municipality,0
4998,ท้องถิ่นเทศบาลตำบลนิคมคำสร้อย,Nikhom Kham Soi Sub-district Municipality,0
4999,ท้องถิ่นเทศบาลเมืองมุกดาหาร,Mukdahan Town Municipality,0
5000,จังหวัดเชียงใหม่,Chiang Mai Province,0
5001,อำเภอเมืองเชียงใหม่,Mueang Chiang Mai District,0
5002,อำเภอจอมทอง,Chom Thong District,0
5003,อำเภอแม่แจ่ม,Mae Chaem District,0
5004,อำเภอเชียงดาว,Chiang Dao District,0
5005,อำเภอดอยสะเก็ด,Doi Saket District,0
5006,อำเภอแม่แตง,Mae Taeng District,0
5007,อำเภอแม่ริม,Mae Rim District,0
5008,อำเภอสะเมิง,Samoeng District,0
5009,อำเภอฝาง,Fang District,0
5010,อำเภอแม่อาย,Mae Ai District,0
5011,อำเภอพร้าว,Phrao District,0
5012,อำเภอสันป่าตอง,San Pa Tong District,0
5013,อำเภอสันกำแพง,San Kamphaeng District,0
5014,อำเภอสันทราย,San Sai District,0
5015,อำเภอหางดง,Hang Dong District,0
5016,อำเภอฮอด,Hot District,0
5017,อำเภอดอยเต่า,Doi Tao District,0
5018,อำเภออมก๋อย,Omkoi District,0
5019,อำเภอสารภี,Saraphi District,0
5020,อำเภอเวียงแหง,Wiang Haeng District,0
5021,อำเภอไชยปราการ,Chai Prakan District,0
5022,อำเภอแม่วาง,Mae Wang District,0
5023,อำเภอแม่ออน,Mae On District,0
5024,อำเภอดอยหล่อ,Doi Lo District,0
5025,อำเภอกัลยาณิวัฒนา,Galyani Vadhana District,0
5026,กิ่งอำเภอวัดจันทร์,Wat Chan Minor District,25550101
5027,กิ่งอำเภอหมอกฟ้า,Mok Fa Minor District,25550101
5028,กิ่งอำเภอบ่อหลวง,Bo Luang Minor District,25550101
5040,ท้องถิ่นเทศบาลตำบลบวกค้าง,Buak Khang Sub-Distric6 Municipality,0
5041,ท้องถิ่นเทศบาลตำบลบ่อหลวง,Bo Luang Sub-district Municipality,0
5042,ท้องถิ่นเทศบาลตำบลป่าไผ่,Pa Phai Sub-district Municipality,0
5043,ท้องถิ่นเทศบาลตำบลสันนาเม็ง,San Na Meng Sub-district Municipality,0
5044,ท้องถิ่นเทศบาลตำบลสันพระเนตร,San Phranet Sub-district Municipality,0
5045,ท้องถิ่นเทศบาลตำบลแม่ปูคา,Mae Pu Kha Sub-district Municipality,25550101
5046,ท้องถิ่นเทศบาลตำบลสันปูเลย,San Pu Loei Sub-district Municipality,0
5047,ท้องถิ่นเทศบาลตำบลลวงเหนือ,Luang Nuea Sub-district Municipality,25550101
5048,ท้องถิ่นเทศบาลตำบลแม่โป่ง,Mae Pong Sub-district Municipality,25550101
5049,ท้องถิ่นเทศบาลตำบลเชิงดอย,Choeng Doi Sub-district Municipality,0
5050,ท้องถิ่นเทศบาลตำบลเมืองนะ,Mueang Na Sub-district Municipality,0
5051,สาขาแขวงกาลวิละ,Kan Wi La Branch,25480520
5052,สาขาแขวงศรีวิชัย,Si Wichi Branch,25550101
5053,สาขาแขวงเม็งราย,Mengrai Branch,25480520
5054,ท้องถิ่นเทศบาลตำบลทุ่งข้าวพวง,Thung Khao Phuang Sub-district Municipality,0
5055,ท้องถิ่นเทศบาลตำบลปิงโค้ง,Ping Khong Sub-district Municipality,0
5056,ท้องถิ่นเทศบาลตำบลพระธาตุปู่ก่ำ,Phra That Pu Kam Sub-district Municipality,0
5057,ท้องถิ่นเทศบาลเมืองแม่เหียะ,Mae Hia Town Municipality,0
5058,ท้องถิ่นเทศบาลตำบลสารภี,Saraphi Sub-district Municipality,0
5059,ท้องถิ่นเทศบาลตำบลฟ้าฮ่าม,Fa Ham Sub-district Municipality,0
5060,ท้องถิ่นเทศบาลตำบลหนองจ๊อม,Nong Chom Sub-district Municipality,0
5061,ท้องถิ่นเทศบาลตำบลหนองหอย,Nong Hoi Sub-district Municipality,0
5062,ท้องถิ่นเทศบาลตำบลแม่แฝก,Mae Faek Sub-district Municipality,0
5063,ท้องถิ่นเทศบาลตำบลท่าศาลา,Tha Sala Sub-district Municipality,0
5064,ท้องถิ่นเทศบาลตำบลหนองผึ้ง,Nong Phueng Sub-district Municipality,0
5065,ท้องถิ่นเทศบาลตำบลเจดีย์แม่ครัว,Chedi Mae Khrua Sub-district Municipality,0
5066,ท้องถิ่นเทศบาลตำบลแม่ปั๋ง,Mae Pang Sub-district Municipality,0
5067,ท้องถิ่นเทศบาลตำบลชมภู,Chomphu Sub-district Municipality,0
5068,ท้องถิ่นเทศบาลตำบลป่าแดด,Pa Daet Sub-district Municipality,0
5069,ท้องถิ่นเทศบาลตำบลสุเทพ,Su Thep Sub-district Municipality,0
5070,ท้องถิ่นเทศบาลตำบลหนองป่าครั่ง,Nong Pa Khrang Sub-district Municipality,0
5071,ท้องถิ่นเทศบาลตำบลแม่วาง,Mae Wang Sub-district Municipality,0
5072,ท้องถิ่นเทศบาลตำบลไชยปราการ,Chai Prakan Sub-district Municipality,0
5073,ท้องถิ่นเทศบาลตำบลยางเนิ้ง,Yang Noeng Sub-district Municipality,0
5074,ท้องถิ่นเทศบาลตำบลอมก๋อย,Omkoi Sub-district Municipality,0
5075,ท้องถิ่นเทศบาลตำบลท่าเดื่อ-มืดกา,Tha Duea - Muet Ka Sub-district Municipality,0
5076,ท้องถิ่นเทศบาลตำบลท่าข้าม,Tha Kham Sub-district Municipality,0
5077,ท้องถิ่นเทศบาลตำบลหางดง,Hang Dong Sub-district Municipality,0
5078,ท้องถิ่นเทศบาลตำบลหนองตองพัฒนา,Nong Tong Phatthana Sub-district Municipality,0
5079,ท้องถิ่นเทศบาลตำบลสันทรายหลวง,San Sai Luang Sub-district Municipality,0
5080,ท้องถิ่นเทศบาลเมืองแม่โจ้,Mae Cho Town Municipality,0
5081,ท้องถิ่นเทศบาลตำบลสันกำแพง,San Kamphaeng Sub-district Municipality,0
5082,ท้องถิ่นเทศบาลเมืองต้นเปา,Ton Pao Town Municipality,0
5083,ท้องถิ่นเทศบาลตำบลสันป่าตอง,San Pa Tong Sub-district Municipality,0
5084,ท้องถิ่นเทศบาลตำบลบ้านกลาง,Banklang Sub-district Municipality,0
5085,ท้องถิ่นเทศบาลตำบลเวียงพร้าว,Wiang Phrao Sub-district Municipality,0
5086,ท้องถิ่นเทศบาลตำบลแม่อาย,Mae Ai Sub-district Municipality,0
5087,ท้องถิ่นเทศบาลตำบลเวียงฝาง,Wiang Fang Sub-district Municipality,0
5088,ท้องถิ่นเทศบาลตำบลบ้านแม่ข่า,Ban Mae Kha Sub-district Municipality,0
5089,ท้องถิ่นเทศบาลตำบลสะเมิงใต้,Samoeng Tai Sub-district Municipality,0
5090,ท้องถิ่นเทศบาลตำบลแม่ริม,Mae Rim Sub-district Municipality,0
5091,ท้องถิ่นเทศบาลตำบลสันมหาพน,San Mahaphon Sub-district Municipality,0
5092,ท้องถิ่นเทศบาลเมืองเมืองแกนพัฒนา,Mueang Kaen Phatthana Town Municipality,0
5093,ท้องถิ่นเทศบาลตำบลดอยสะเก็ด,Doi Saket Sub-district Municipality,0
5094,ท้องถิ่นเทศบาลตำบลเมืองงาย,Mueang Ngai Sub-district Municipality,0
5095,ท้องถิ่นเทศบาลตำบลเชียงดาว,Chiang Dao Sub-district Municipality,0
5096,ท้องถิ่นเทศบาลตำบลแม่แจ่ม,Mae Chaem Sub-district Municipality,0
5097,ท้องถิ่นเทศบาลตำบลจอมทอง,Chom Thong Sub-district Municipality,0
5098,ท้องถิ่นเทศบาลตำบลช้างเผือก,Changphueak Sub-district Municipality,0
5099,ท้องถิ่นเทศบาลนครเชียงใหม่,Chiang Mai City Municipality,0
5100,จังหวัดลำพูน,Lamphun Province,0
5101,อำเภอเมืองลำพูน,Mueang Lamphun District,0
5102,อำเภอแม่ทา,Mae Tha District,0
5103,อำเภอบ้านโฮ่ง,Ban Hong District,0
5104,อำเภอลี้,Li District,0
5105,อำเภอทุ่งหัวช้าง,Thung Hua Chang District,0
5106,อำเภอป่าซาง,Pa Sang District,0
5107,อำเภอบ้านธิ,Ban Thi District,0
5108,อำเภอเวียงหนองล่อง,Wiang Nong Long District,0
5109,กิ่งอำเภอทาขุมเงิน,Tha Khum Ngoen Minor District,25550101
5176,ท้องถิ่นเทศบาลตำบลศรีเตี้ย,Si Tia Sub-district Municipality,0
5177,ท้องถิ่นเทศบาลตำบลทาสบชัย,Tha Sop Chai Sub-district Municipality,0
5178,ท้องถิ่นเทศบาลตำบลหนองล่อง,Nong Long Sub-district Municipality,0
5179,ท้องถิ่นเทศบาลตำบลหนองยวง,Nong Yuang Sub-district Municipality,0
5180,ท้องถิ่นเทศบาลตำบลมะกอก,Makok Sub-district Municipality,0
5181,ท้องถิ่นเทศบาลตำบลมะเขือแจ้,Makhuea Chae Sub-district Municipality,0
5182,ท้องถิ่นเทศบาลตำบลเวียงยอง,Wiang Yong Sub-district Municipality,0
5183,ท้องถิ่นเทศบาลตำบลบ้านกลาง,Banklang Sub-district Municipality,0
5184,ท้องถิ่นเทศบาลตำบลเหมืองง่า,Mueang Nga Sub-district Municipality,0
5185,ท้องถิ่นเทศบาลตำบลแม่แรง,Maeraeng Sub-district Municipality,0
5186,ท้องถิ่นเทศบาลตำบลบ้านธิ,Ban Thi Sub-district Municipality,0
5187,ท้องถิ่นเทศบาลตำบลวังผาง,Wang Phang Sub-district Municipality,0
5188,ท้องถิ่นเทศบาลตำบลม่วงน้อย,Muang Noi Sub-district Municipality,0
5189,ท้องถิ่นเทศบาลตำบลป่าซาง,Pa Sang Sub-district Municipality,0
5190,ท้องถิ่นเทศบาลตำบลทุ่งหัวช้าง,Thung Hua Chang Sub-district Municipality,0
5191,ท้องถิ่นเทศบาลตำบลวังดิน,Wang Din Sub-district Municipality,0
5192,ท้องถิ่นเทศบาลตำบลแม่ตืน,Mae Tuen Sub-district Municipality,0
5193,ท้องถิ่นเทศบาลตำบลบ้านโฮ่ง,Ban Hong Sub-district Municipality,0
5194,ท้องถิ่นเทศบาลตำบลทาสบเส้า,Tha Sop Sao Sub-district Municipality,0
5195,ท้องถิ่นเทศบาลตำบลทากาศ,Tha Kat Sub-district Municipality,0
5196,ท้องถิ่นเทศบาลตำบลอุโมงค์,Umong Sub-district Municipality,0
5197,ท้องถิ่นเทศบาลตำบลริมปิง,Rim Ping Sub-district Municipality,0
5198,ท้องถิ่นเทศบาลตำบลบ้านแป้น,Ban Paen Sub-district Municipality,0
5199,ท้องถิ่นเทศบาลเมืองลำพูน,Lamphun Town Municipality,0
5200,จังหวัดลำปาง,Lampang Province,0
5201,อำเภอเมืองลำปาง,Mueang Lampang District,0
5202,อำเภอแม่เมาะ,Mae Mo District,0
5203,อำเภอเกาะคา,Ko Kha District,0
5204,อำเภอเสริมงาม,Soem Ngam District,0
5205,อำเภองาว,Ngao District,0
5206,อำเภอแจ้ห่ม,Chae Hom District,0
5207,อำเภอวังเหนือ,Wang Nuea District,0
5208,อำเภอเถิน,Thoen District,0
5209,อำเภอแม่พริก,Mae Phrik District,0
5210,อำเภอแม่ทะ,Mae Tha District,0
5211,อำเภอสบปราบ,Sop Prap District,0
5212,อำเภอห้างฉัตร,Hang Chat District,0
5213,อำเภอเมืองปาน,Mueang Pan District,0
5214,กิ่งอำเภอพระธาตุเสด็จ,Phra That Sadet Minor District,25550101
5215,กิ่งอำเภอวังเงิน,Wang Ngoen Minor District,25550101
5275,ท้องถิ่นเทศบาลตำบลน้ำโจ้,Nam Cho Sub-district Municipality,0
5276,ท้องถิ่นเทศบาลตำบลแม่ทะ,Mae Tha Sub-district Municipality,0
5277,ท้องถิ่นเทศบาลตำบลบ้านสา,Ban Sa Sub-district Municipality,25550101
5278,ท้องถิ่นเทศบาลตำบลศาลา,Sala Sub-district Municipality,25550101
5279,ท้องถิ่นเทศบาลตำบลนาแก้ว,Na Kaeo Sub-district Municipality,0
5280,ท้องถิ่นเทศบาลตำบลลำปางหลวง,Lampang Luang Sub-district Municipality,0
5281,ท้องถิ่นเทศบาลตำบลสิริราช,Siri Rat Sub-district Municipality,0
5282,ท้องถิ่นเทศบาลตำบลแม่เมาะ,Mae Mo Sub-district Municipality,0
5283,ท้องถิ่นเทศบาลตำบลเวียงมอก,Wiang Mok Sub-district Municipality,0
5284,ท้องถิ่นเทศบาลตำบลห้างฉัตร,Hang Chat Sub-district Municipality,0
5285,ท้องถิ่นเทศบาลตำบลสบปราบ,Sop Prap Sub-district Municipality,0
5286,ท้องถิ่นเทศบาลตำบลป่าตันนาครัว,Pa Tan Na Khrua Sub-district Municipality,0
5287,ท้องถิ่นเทศบาลตำบลแม่พริก,Mae Phrik Sub-district Municipality,0
5288,ท้องถิ่นเทศบาลตำบลแม่ปุ,Mae Pu Sub-district Municipality,0
5289,ท้องถิ่นเทศบาลเมืองล้อมแรด,Lom Raet Town Municipality,0
5290,ท้องถิ่นเทศบาลตำบลวังเหนือ,Wang Nuea Sub-district Municipality,0
5291,ท้องถิ่นเทศบาลตำบลบ้านใหม่,Ban Mai Sub-district Municipality,0
5292,ท้องถิ่นเทศบาลตำบลแจ้ห่ม,Chae Hom Sub-district Municipality,0
5293,ท้องถิ่นเทศบาลตำบลเสริมงาม,Soem Ngam Sub-district Municipality,0
5294,ท้องถิ่นเทศบาลตำบลหลวงเหนือ,Luang Nuea Sub-district Municipality,0
5295,ท้องถิ่นเทศบาลตำบลเกาะคา,Ko Kha Sub-district Municipality,0
5296,ท้องถิ่นเทศบาลเมืองพิชัย,Phichai Town Municipality,0
5297,ท้องถิ่นเทศบาลตำบลบ่อแฮ้ว,Bo Haeo Sub-district Municipality,0
5298,ท้องถิ่นเทศบาลเมืองเขลางค์นคร,Khe Lang Nakhon Town Municipality,0
5299,ท้องถิ่นเทศบาลนครลำปาง,Lampang City Municipality,0
5300,จังหวัดอุตรดิตถ์,Uttaradit Province,0
5301,อำเภอเมืองอุตรดิตถ์,Mueang Uttaradit District,0
5302,อำเภอตรอน,Tron District,0
5303,อำเภอท่าปลา,Tha Pla District,0
5304,อำเภอน้ำปาด,Nam Pat District,0
5305,อำเภอฟากท่า,Fak Tha District,0
5306,อำเภอบ้านโคก,Ban Khok District,0
5307,อำเภอพิชัย,Phichai District,0
5308,อำเภอลับแล,Laplae District,0
5309,อำเภอทองแสนขัน,Thong Saen Khan District,0
5377,ท้องถิ่นเทศบาลตำบลท่าเสา,Tha Sao Sub-district Municipality,0
5378,ท้องถิ่นเทศบาลตำบลน้ำริด,Nam Rit Sub-district Municipality,0
5379,ท้องถิ่นเทศบาลตำบลหาดกรวด,Hat Kruat Sub-district Municipality,0
5380,ท้องถิ่นเทศบาลตำบลจริม,Charim Sub-district Municipality,0
5381,ท้องถิ่นเทศบาลตำบลคุ้งตะเภา,Khung Taphao Sub-district Municipality,0
5382,ท้องถิ่นเทศบาลตำบลผาจุก,Pha Chuk Sub-district Municipality,0
5383,ท้องถิ่นเทศบาลตำบลบ้านเกาะ,Ban Ko Sub-district Municipality,0
5384,ท้องถิ่นเทศบาลตำบลทองแสนขัน,Thong Saen Khan Sub-district Municipality,0
5385,ท้องถิ่นเทศบาลตำบลหัวดง,Hua Dong Sub-district Municipality,0
5386,ท้องถิ่นเทศบาลตำบลทุ่งยั้ง,Thung Yang Sub-district Municipality,0
5387,ท้องถิ่นเทศบาลตำบลในเมือง,Nai Mueang Sub-district Municipality,0
5388,ท้องถิ่นเทศบาลตำบลท่าสัก,Tha Sak Sub-district Municipality,0
5389,ท้องถิ่นเทศบาลตำบลบ้านโคก,Ban Khok Sub-district Municipality,0
5390,ท้องถิ่นเทศบาลตำบลฟากท่า,Fak Tha Sub-district Municipality,0
5391,ท้องถิ่นเทศบาลตำบลน้ำปาด,Nam Pat Sub-district Municipality,0
5392,ท้องถิ่นเทศบาลตำบลร่วมจิต,Ruam Chit Sub-district Municipality,0
5393,ท้องถิ่นเทศบาลตำบลท่าปลา,Tha Pla Sub-district Municipality,0
5394,ท้องถิ่นเทศบาลตำบลบ้านแก่ง,Ban Kaeng Sub-district Municipality,0
5395,ท้องถิ่นเทศบาลตำบลตรอน,Tron Sub-district Municipality,0
5396,ท้องถิ่นเทศบาลตำบลวังกะพี้,Wang Ka Phi Sub-district Municipality,0
5397,ท้องถิ่นเทศบาลตำบลบ้านด่านนาขาม,Ban Dan Na Kham Sub-district Municipality,0
5398,ท้องถิ่นเทศบาลตำบลศรีพนมมาศ,Si Phanom Mat Sub-district Municipality,0
5399,ท้องถิ่นเทศบาลเมืองอุตรดิตถ์,Uttaradit Town Municipality,0
5400,จังหวัดแพร่,Phrae Province,0
5401,อำเภอเมืองแพร่,Mueang Phrae District,0
5402,อำเภอร้องกวาง,Rong Kwang District,0
5403,อำเภอลอง,Long District,0
5404,อำเภอสูงเม่น,Sung Men District,0
5405,อำเภอเด่นชัย,Den Chai District,0
5406,อำเภอสอง,Song District,0
5407,อำเภอวังชิ้น,Wang Chin District,0
5408,อำเภอหนองม่วงไข่,Nong Muang Khai District,0
5409,กิ่งอำเภอแดนชุมพล,Chumphon Minor District,25550101
